label,Te_eV,n_lower,n_upper,Upsilon_interp,K_CCC_stored,K_And2002,pct_err
1S->2S,5.963623316594643,1,2,0.34733924319270015,8.957887012566871e-10,1.0292052756912233e-09,-12.963067483785728
1S->2S,6.250551925273971,1,2,0.34959719757170926,9.498739150137212e-10,1.0945223145882003e-09,-13.215664737625854
1S->2S,6.551285568595508,1,2,0.3518698302747997,1.0038880438845025e-09,1.1597952174501739e-09,-13.442646703478866
1S->2S,6.866488450043,1,2,0.3541572367216128,1.0576559024701987e-09,1.224740182389733e-09,-13.642426558873645
1S->2S,7.196856730011519,1,2,0.3564595129520867,1.1110159894378903e-09,1.2890838371186836e-09,-13.813519536386753
1S->2S,7.543120063354617,1,2,0.3587767556304878,1.1638210987534346e-09,1.3525655991067163e-09,-13.954554254369288
1S->2S,7.906043210907698,1,2,0.3611090620494694,1.2159385391381985e-09,1.4149396637872485e-09,-14.06428342791668
1S->2S,8.286427728546842,1,2,0.36345653013415724,1.2672500039688313e-09,1.475976622529657e-09,-14.141593801336217
1S->2S,8.685113737513525,1,2,0.3658192584462605,1.3176511397880689e-09,1.535464720209158e-09,-14.185515144328352
1S->2S,9.102981779915218,1,2,0.3681973461882101,1.3670508651727312e-09,1.5932107688708724e-09,-14.195228159198514
1S->2S,9.54095476349994,1,2,0.3705908932073242,1.4153704930925427e-09,1.649040739235426e-09,-14.170071156108854
1S->2S,10.0,1,2,0.373,1.4625427093233442e-09,1.7028000557064159e-09,-14.109545367814757
1S->2P,1.0,1,2,0.529,6.796180930819734e-13,7.841278682916282e-13,-13.328154684432947
1S->2P,1.0481131341546857,1,2,0.5399218419606195,1.079328529436249e-12,1.2487996939548033e-12,-13.57072437949267
1S->2P,1.0985411419875581,1,2,0.5510691784993349,1.678177715967338e-12,1.946525523537869e-12,-13.78598966854545
1S->2P,1.1513953993264474,1,2,0.5624466652232256,2.5571204917868096e-12,2.972470336489873e-12,-13.97322084611755
1S->2P,1.2067926406393286,1,2,0.5740590538599846,3.8221443567213754e-12,4.451168836776139e-12,-14.131669750598563
1S->2P,1.264855216855296,1,2,0.5859111942424449,5.60919475760766e-12,6.542141711978854e-12,-14.26057391363046
1S->2P,1.3257113655901092,1,2,0.5980080363340778,8.089252665997558e-12,9.44555505867513e-12,-14.359160306115582
1S->2P,1.3894954943731377,1,2,0.6103546322963106,1.1473355308115721e-11,1.3407626476667672e-11,-14.426648683255184
1S->2P,1.4563484775012439,1,2,0.6229561385985268,1.6017322528677168e-11,1.8725443887638532e-11,-14.462254540994412
1S->2P,1.5264179671752334,1,2,0.6358178181716286,2.202593675969847e-11,2.5750845999682242e-11,-14.465191706826786
1S->2P,1.599858719606058,1,2,0.6489450426060642,2.985632613202738e-11,3.4893020031519957e-11,-14.434674599512364
1S->2P,1.676832936811008,1,2,0.6623432943952341,3.992031865194078e-11,4.6619504206335655e-11,-14.369920204952425
1S->2P,1.7575106248547918,1,2,0.6760181692252167,5.2685569756624816e-11,6.145533866142817e-11,-14.270149828834333
1S->2P,1.842069969326716,1,2,0.6899753783117671,6.867531369923076e-11,7.99801855705826e-11,-14.134590699811866
1S->2P,1.93069772888325,1,2,0.7042207507855662,8.846664764930937e-11,1.028233322944956e-10,-13.962477508574956
1S->2P,2.023589647725157,1,2,0.718760236126717,1.126873218773268e-10,1.3065659373805018e-10,-13.753053976555885
1S->2P,2.120950887920191,1,2,0.7335999066495026,1.420110753141212e-10,1.6418523457179388e-10,-13.505574551514554
1S->2P,2.2229964825261948,1,2,0.748745960038446,1.771516186213778e-10,2.0413713133421758e-10,-13.219306324364144
1S->2P,2.329951810515372,1,2,0.76420472193673,2.188554226583577e-10,2.5125048208512127e-10,-12.89353125133047
1S->2P,2.442053094548651,1,2,0.7799826485880572,2.6789351568055637e-10,3.062604418247961e-10,-12.527548747607586
1S->2P,2.5595479226995357,1,2,0.7960863295330556,3.250525255808213e-10,3.6988511147883855e-10,-12.120678693654895
1S->2P,2.6826957952797255,1,2,0.8125224903613536,3.911252229210003e-10,4.428113347656344e-10,-11.672264864671966
1S->2P,2.8117686979742302,1,2,0.8292979955204759,4.669008264296697e-10,5.256807603549577e-10,-11.181678759861368
1S->2P,2.9470517025518106,1,2,0.8464198511827314,5.531553260491837e-10,6.19076607637908e-10,-10.648323773732537
1S->2P,3.088843596477481,1,2,0.867684502414906,6.506420612552433e-10,7.266850665987643e-10,-10.464368794509404
1S->2P,3.237457542817644,1,2,0.8918618912912685,7.600827665113272e-10,8.490613218036516e-10,-10.479638279047766
1S->2P,3.393221771895328,1,2,0.9167129652815772,8.821592638786083e-10,9.85164049572825e-10,-10.455597292540308
1S->2P,3.5564803062231287,1,2,0.9422564961247935,1.0175059475052897e-09,1.1355166671787205e-09,-10.39268934437022
1S->2P,3.72759372031494,1,2,0.9685117786205436,1.1667031682905649e-09,1.3005478776486608e-09,-10.291409617313118
1S->2P,3.906939937054617,1,2,0.9954986452038185,1.3302715914246156e-09,1.4805851351463062e-09,-10.152306689668144
1S->2P,4.094915062380425,1,2,1.0232374809257865,1.5086675662681332e-09,1.6758500985116198e-09,-9.97598367491026
1S->2P,4.2919342601287775,1,2,1.0517492388520362,1.7022795182013288e-09,1.8864560888686223e-09,-9.763098741288545
1S->2P,4.498432668969445,1,2,1.0810554558898788,1.9114253462464794e-09,2.1124075069551416e-09,-9.514365009919945
1S->2P,4.714866363457394,1,2,1.1111782690566683,2.1363507886761855e-09,2.35360111303615e-09,-9.230549864913652
1S->2P,4.941713361323834,1,2,1.1421404322014237,2.3772287014020857e-09,2.6098290281984952e-09,-8.912473739974002
1S->2P,5.17947467923121,1,2,1.1768463495496926,2.634159180448161e-09,2.887852982045874e-09,-8.784858619014102
