n,l,label,Te_eV,K_ion_cm3s,K_ion_Lotz
8,4,8G,1.048113,6.469857245221472e-06,1.677796036686521e-05
8,4,8G,1.098541,6.496594844354995e-06,1.690990550306279e-05
8,4,8G,1.151395,6.518333247009162e-06,1.703132966542893e-05
8,4,8G,1.206793,6.5352190200475775e-06,1.7142372262210562e-05
8,4,8G,1.264855,6.54740519935248e-06,1.724318683430961e-05
8,4,8G,1.325711,6.555049990634414e-06,1.7333939706419183e-05
8,4,8G,1.389495,6.558315527731029e-06,1.741480869714474e-05
8,4,8G,1.456348,6.557366700427963e-06,1.7485981889182333e-05
8,4,8G,1.526418,6.55237006196434e-06,1.7547656460080515e-05
8,4,8G,1.599859,6.543492824207644e-06,1.7600037573636464e-05
8,4,8G,1.676833,6.53090194609976e-06,1.764333733156346e-05
8,4,8G,1.757511,6.514763318500973e-06,1.7677773784712876e-05
8,4,8G,1.84207,6.495241046108053e-06,1.7703570002832003e-05
8,4,8G,1.930698,6.472496824810912e-06,1.772095320158593e-05
8,4,8G,2.02359,6.446689410783061e-06,1.7730153925362326e-05
8,4,8G,2.120951,6.417974175861917e-06,1.7731405284207016e-05
8,4,8G,2.222996,6.386502742430334e-06,1.772494224310323e-05
8,4,8G,2.329952,6.352422690098889e-06,1.771100096170273e-05
8,4,8G,2.442053,6.315877326018746e-06,1.7689818182540144e-05
8,4,8G,2.559548,6.277005510608238e-06,1.7661630665709508e-05
8,4,8G,2.682696,6.235941530807605e-06,1.7626674667950047e-05
8,4,8G,2.811769,6.192815013619213e-06,1.7585185464075577e-05
8,4,8G,2.947052,6.147750873563865e-06,1.753739690868445e-05
8,4,8G,3.088844,6.100869288698399e-06,1.7483541036103324e-05
8,4,8G,3.237458,6.052285700907052e-06,1.742384769654594e-05
8,4,8G,3.393222,6.002110837217165e-06,1.7358544226505602e-05
8,4,8G,3.55648,5.950450749829952e-06,1.7287855151445396e-05
8,4,8G,3.727594,5.897406873348004e-06,1.721200191890236e-05
8,4,8G,3.90694,5.843076098290784e-06,1.7131202660178907e-05
8,4,8G,4.094915,5.787550860404955e-06,1.7045671978856077e-05
8,4,8G,4.291934,5.730919245503015e-06,1.6955620764427383e-05
8,4,8G,4.498433,5.673265109620387e-06,1.686125602941865e-05
8,4,8G,4.714866,5.614668214196958e-06,1.6762780768426633e-05
8,4,8G,4.941713,5.555204375798179e-06,1.6660393837578103e-05
8,4,8G,5.179475,5.494945629628391e-06,1.6554289852979357e-05
8,4,8G,5.428675,5.433960405787515e-06,1.644465910679453e-05
8,4,8G,5.689866,5.372313716908996e-06,1.6331687499658365e-05
8,4,8G,5.963623,5.310067355513022e-06,1.621555648819568e-05
8,4,8G,6.250552,5.247280099129413e-06,1.6096443046484458e-05
8,4,8G,6.551286,5.184007920998782e-06,1.5974519640362793e-05
8,4,8G,6.866488,5.120304203954453e-06,1.5849954213541702e-05
8,4,8G,7.196857,5.056219954925443e-06,1.5722910184544673e-05
8,4,8G,7.54312,4.991804017386124e-06,1.559354645355298e-05
8,4,8G,7.906043,4.927103279016228e-06,1.546201741829034e-05
8,4,8G,8.286428,4.862162871831362e-06,1.532847299813403e-05
8,4,8G,8.685114,4.797026362106658e-06,1.5193058665690156e-05
8,4,8G,9.102982,4.731735927551358e-06,1.5055915485119259e-05
8,4,8G,9.540955,4.666332519405595e-06,1.4917180156544974e-05
8,4,8G,10.0,4.60085600742453e-06,1.4776985065922372e-05
8,5,8H,1.0,6.85286585974943e-06,1.6635370387401402e-05
8,5,8H,1.048113,6.880904770907723e-06,1.677796036686521e-05
8,5,8H,1.098541,6.903382395722372e-06,1.690990550306279e-05
8,5,8H,1.151395,6.920455652900701e-06,1.703132966542893e-05
8,5,8H,1.206793,6.932289177519343e-06,1.7142372262210562e-05
8,5,8H,1.264855,6.939053946120732e-06,1.724318683430961e-05
8,5,8H,1.325711,6.940925953960097e-06,1.7333939706419183e-05
8,5,8H,1.389495,6.93808495642799e-06,1.741480869714474e-05
8,5,8H,1.456348,6.930713285205883e-06,1.7485981889182333e-05
8,5,8H,1.526418,6.918994747891804e-06,1.7547656460080515e-05
8,5,8H,1.599859,6.903113617746445e-06,1.7600037573636464e-05
8,5,8H,1.676833,6.8832537179580954e-06,1.764333733156346e-05
8,5,8H,1.757511,6.859597602516129e-06,1.7677773784712876e-05
8,5,8H,1.84207,6.832325833527751e-06,1.7703570002832003e-05
8,5,8H,1.930698,6.801616352717112e-06,1.772095320158593e-05
8,5,8H,2.02359,6.767643943003866e-06,1.7730153925362326e-05
8,5,8H,2.120951,6.73057977454652e-06,1.7731405284207016e-05
8,5,8H,2.222996,6.690591028508983e-06,1.772494224310323e-05
8,5,8H,2.329952,6.647840591094272e-06,1.771100096170273e-05
8,5,8H,2.442053,6.602486810088492e-06,1.7689818182540144e-05
8,5,8H,2.559548,6.55468330624389e-06,1.7661630665709508e-05
8,5,8H,2.682696,6.50457883225232e-06,1.7626674667950047e-05
8,5,8H,2.811769,6.452317172749388e-06,1.7585185464075577e-05
8,5,8H,2.947052,6.398037079663495e-06,1.753739690868445e-05
8,5,8H,3.088844,6.341872238194576e-06,1.7483541036103324e-05
8,5,8H,3.237458,6.283951259689822e-06,1.742384769654594e-05
8,5,8H,3.393222,6.224397698601103e-06,1.7358544226505602e-05
8,5,8H,3.55648,6.1633300914999476e-06,1.7287855151445396e-05
8,5,8H,3.727594,6.100862016747308e-06,1.721200191890236e-05
8,5,8H,3.90694,6.037102173844028e-06,1.7131202660178907e-05
8,5,8H,4.094915,5.972154481720702e-06,1.7045671978856077e-05
8,5,8H,4.291934,5.906118195276732e-06,1.6955620764427383e-05
8,5,8H,4.498433,5.8390880393757625e-06,1.686125602941865e-05
8,5,8H,4.714866,5.77115435928518e-06,1.6762780768426633e-05
8,5,8H,4.941713,5.702403286252167e-06,1.6660393837578103e-05
8,5,8H,5.179475,5.632916916578369e-06,1.6554289852979357e-05
8,5,8H,5.428675,5.562773502225932e-06,1.644465910679453e-05
8,5,8H,5.689866,5.492047650689249e-06,1.6331687499658365e-05
8,5,8H,5.963623,5.420810531620791e-06,1.621555648819568e-05
8,5,8H,6.250552,5.349130087519474e-06,1.6096443046484458e-05
8,5,8H,6.551286,5.277071245682644e-06,1.5974519640362793e-05
8,5,8H,6.866488,5.204696128588969e-06,1.5849954213541702e-05
8,5,8H,7.196857,5.132064259916469e-06,1.5722910184544673e-05
8,5,8H,7.54312,5.05923276350324e-06,1.559354645355298e-05
8,5,8H,7.906043,4.98625655272292e-06,1.546201741829034e-05
8,5,8H,8.286428,4.913188507967846e-06,1.532847299813403e-05
8,5,8H,8.685114,4.8400796402056015e-06,1.5193058665690156e-05
8,5,8H,9.102982,4.766979238894969e-06,1.5055915485119259e-05
8,5,8H,9.540955,4.693935002909779e-06,1.4917180156544974e-05
8,5,8H,10.0,4.6209931535171995e-06,1.4776985065922372e-05
8,6,8I,1.0,7.454754529142e-06,1.6635370387401402e-05
8,6,8I,1.048113,7.474482488762246e-06,1.677796036686521e-05
8,6,8I,1.098541,7.487827870039492e-06,1.690990550306279e-05
8,6,8I,1.151395,7.494990788764538e-06,1.703132966542893e-05
8,6,8I,1.206793,7.496179595934386e-06,1.7142372262210562e-05
8,6,8I,1.264855,7.491609316239933e-06,1.724318683430961e-05
8,6,8I,1.325711,7.481500160355167e-06,1.7333939706419183e-05
8,6,8I,1.389495,7.466076120153689e-06,1.741480869714474e-05
8,6,8I,1.456348,7.445563654528288e-06,1.7485981889182333e-05
8,6,8I,1.526418,7.4201904717950365e-06,1.7547656460080515e-05
8,6,8I,1.599859,7.39018441279526e-06,1.7600037573636464e-05
8,6,8I,1.676833,7.35577243684925e-06,1.764333733156346e-05
8,6,8I,1.757511,7.317179710756144e-06,1.7677773784712876e-05
8,6,8I,1.84207,7.27462879916555e-06,1.7703570002832003e-05
8,6,8I,1.930698,7.228338952955419e-06,1.772095320158593e-05
8,6,8I,2.02359,7.178525490811928e-06,1.7730153925362326e-05
8,6,8I,2.120951,7.125399268078893e-06,1.7731405284207016e-05
8,6,8I,2.222996,7.069166226163648e-06,1.772494224310323e-05
8,6,8I,2.329952,7.01002701536629e-06,1.771100096170273e-05
8,6,8I,2.442053,6.9481766839288166e-06,1.7689818182540144e-05
8,6,8I,2.559548,6.88380442634576e-06,1.7661630665709508e-05
8,6,8I,2.682696,6.817093384484163e-06,1.7626674667950047e-05
8,6,8I,2.811769,6.7482204957600956e-06,1.7585185464075577e-05
8,6,8I,2.947052,6.677356383433761e-06,1.753739690868445e-05
8,6,8I,3.088844,6.604665284937003e-06,1.7483541036103324e-05
8,6,8I,3.237458,6.5303050149615625e-06,1.742384769654594e-05
8,6,8I,3.393222,6.45442696075078e-06,1.7358544226505602e-05
8,6,8I,3.55648,6.37717610760405e-06,1.7287855151445396e-05
8,6,8I,3.727594,6.298691092993251e-06,1.721200191890236e-05
8,6,8I,3.90694,6.21910428789416e-06,1.7131202660178907e-05
8,6,8I,4.094915,6.1385419039624605e-06,1.7045671978856077e-05
8,6,8I,4.291934,6.057124125058172e-06,1.6955620764427383e-05
8,6,8I,4.498433,5.974965261380406e-06,1.686125602941865e-05
8,6,8I,4.714866,5.892173924159455e-06,1.6762780768426633e-05
8,6,8I,4.941713,5.80885321850991e-06,1.6660393837578103e-05
8,6,8I,5.179475,5.7251009517187365e-06,1.6554289852979357e-05
8,6,8I,5.428675,5.6410098539610215e-06,1.644465910679453e-05
8,6,8I,5.689866,5.556667808229849e-06,1.6331687499658365e-05
8,6,8I,5.963623,5.472158086151287e-06,1.621555648819568e-05
8,6,8I,6.250552,5.3875595863374525e-06,1.6096443046484458e-05
8,6,8I,6.551286,5.3029470720073626e-06,1.5974519640362793e-05
8,6,8I,6.866488,5.218391404769015e-06,1.5849954213541702e-05
8,6,8I,7.196857,5.133959771693291e-06,1.5722910184544673e-05
8,6,8I,7.54312,5.049715903107177e-06,1.559354645355298e-05
8,6,8I,7.906043,4.9657202788758e-06,1.546201741829034e-05
8,6,8I,8.286428,4.882030321316823e-06,1.532847299813403e-05
8,6,8I,8.685114,4.798700573285906e-06,1.5193058665690156e-05
8,6,8I,9.102982,4.7157828603788015e-06,1.5055915485119259e-05
8,6,8I,9.540955,4.63332643660627e-06,1.4917180156544974e-05
8,6,8I,10.0,4.551378113305129e-06,1.4776985065922372e-05
8,7,8J,1.0,6.762072382277841e-06,1.6635370387401402e-05
8,7,8J,1.048113,6.735149276653888e-06,1.677796036686521e-05
8,7,8J,1.098541,6.701627064310023e-06,1.690990550306279e-05
8,7,8J,1.151395,6.66182299138808e-06,1.703132966542893e-05
8,7,8J,1.206793,6.6160626549735995e-06,1.7142372262210562e-05
8,7,8J,1.264855,6.564677887380377e-06,1.724318683430961e-05
8,7,8J,1.325711,6.508004723583692e-06,1.7333939706419183e-05
8,7,8J,1.389495,6.446381465043438e-06,1.741480869714474e-05
8,7,8J,1.456348,6.380146851152074e-06,1.7485981889182333e-05
8,7,8J,1.526418,6.309638347343416e-06,1.7547656460080515e-05
8,7,8J,1.599859,6.235190556606775e-06,1.7600037573636464e-05
8,7,8J,1.676833,6.157133758864689e-06,1.764333733156346e-05
8,7,8J,1.757511,6.075792580483646e-06,1.7677773784712876e-05
8,7,8J,1.84207,5.991484794174033e-06,1.7703570002832003e-05
8,7,8J,1.930698,5.904520247761734e-06,1.772095320158593e-05
8,7,8J,2.02359,5.81519991882321e-06,1.7730153925362326e-05
8,7,8J,2.120951,5.7238150909937116e-06,1.7731405284207016e-05
8,7,8J,2.222996,5.630646646889105e-06,1.772494224310323e-05
8,7,8J,2.329952,5.5359644720128324e-06,1.771100096170273e-05
8,7,8J,2.442053,5.440026963721294e-06,1.7689818182540144e-05
8,7,8J,2.559548,5.3430806392515335e-06,1.7661630665709508e-05
8,7,8J,2.682696,5.24535983692356e-06,1.7626674667950047e-05
8,7,8J,2.811769,5.147086504859794e-06,1.7585185464075577e-05
8,7,8J,2.947052,5.048470071860052e-06,1.753739690868445e-05
8,7,8J,3.088844,4.949707395378965e-06,1.7483541036103324e-05
8,7,8J,3.237458,4.8509827818290326e-06,1.742384769654594e-05
8,7,8J,3.393222,4.752468074641068e-06,1.7358544226505602e-05
8,7,8J,3.55648,4.654322805632521e-06,1.7287855151445396e-05
8,7,8J,3.727594,4.556694405253398e-06,1.721200191890236e-05
8,7,8J,3.90694,4.459718467202823e-06,1.7131202660178907e-05
8,7,8J,4.094915,4.363519062751724e-06,1.7045671978856077e-05
8,7,8J,4.291934,4.2682090998924595e-06,1.6955620764427383e-05
8,7,8J,4.498433,4.1738907221943136e-06,1.686125602941865e-05
8,7,8J,4.714866,4.080655742006926e-06,1.6762780768426633e-05
8,7,8J,4.941713,3.9885861024530745e-06,1.6660393837578103e-05
8,7,8J,5.179475,3.897754362515186e-06,1.6554289852979357e-05
8,7,8J,5.428675,3.808224199467993e-06,1.644465910679453e-05
8,7,8J,5.689866,3.7200509229561416e-06,1.6331687499658365e-05
8,7,8J,5.963623,3.633281995166158e-06,1.621555648819568e-05
8,7,8J,6.250552,3.5479575517947795e-06,1.6096443046484458e-05
8,7,8J,6.551286,3.4641109188614816e-06,1.5974519640362793e-05
8,7,8J,6.866488,3.3817691208384404e-06,1.5849954213541702e-05
8,7,8J,7.196857,3.300953376058962e-06,1.5722910184544673e-05
8,7,8J,7.54312,3.2216795758972244e-06,1.559354645355298e-05
8,7,8J,7.906043,3.143958744769616e-06,1.546201741829034e-05
8,7,8J,8.286428,3.0677974785737836e-06,1.532847299813403e-05
8,7,8J,8.685114,2.993198359740776e-06,1.5193058665690156e-05
8,7,8J,9.102982,2.920160347615631e-06,1.5055915485119259e-05
8,7,8J,9.540955,2.848679143392036e-06,1.4917180156544974e-05
8,7,8J,10.0,2.778747529299266e-06,1.4776985065922372e-05
9,-1,n9(bund),1.0,8.20162026611577e-06,2.4553098382481998e-05
9,-1,n9(bund),1.048113,8.197382173347095e-06,2.4682131017786357e-05
9,-1,n9(bund),1.098541,8.18684944511875e-06,2.4797094082321022e-05
9,-1,n9(bund),1.151395,8.170284117701943e-06,2.4898255551629562e-05
9,-1,n9(bund),1.206793,8.14795398516469e-06,2.4985896329774514e-05
9,-1,n9(bund),1.264855,8.12013077979844e-06,2.506030867199157e-05
9,-1,n9(bund),1.325711,8.087088450098088e-06,2.5121794693149704e-05
9,-1,n9(bund),1.389495,8.049101551263835e-06,2.5170664960990355e-05
9,-1,n9(bund),1.456348,8.006443759974861e-06,2.5207237172690407e-05
9,-1,n9(bund),1.526418,7.959386521833384e-06,2.5231834912933812e-05
9,-1,n9(bund),1.599859,7.90819783652655e-06,2.5244786491379348e-05
9,-1,n9(bund),1.676833,7.85314118252613e-06,2.5246423857169684e-05
9,-1,n9(bund),1.757511,7.794474580151494e-06,2.5237081587934663e-05
9,-1,n9(bund),1.84207,7.73244978915345e-06,2.5217095950593807e-05
9,-1,n9(bund),1.930698,7.667311634708076e-06,2.5186804031153748e-05
9,-1,n9(bund),2.02359,7.599297453893218e-06,2.514654293062212e-05
9,-1,n9(bund),2.120951,7.528636653383956e-06,2.5096649024114717e-05
9,-1,n9(bund),2.222996,7.4555503682519624e-06,2.5037457280214434e-05
9,-1,n9(bund),2.329952,7.380251211367937e-06,2.4969300637644985e-05
9,-1,n9(bund),2.442053,7.302943102945431e-06,2.489250943634547e-05
9,-1,n9(bund),2.559548,7.223821170168232e-06,2.480741090007199e-05
9,-1,n9(bund),2.682696,7.143071707537564e-06,2.471432866770597e-05
9,-1,n9(bund),2.811769,7.0608721894764e-06,2.4613582370513883e-05
9,-1,n9(bund),2.947052,6.97739132774968e-06,2.4505487252676835e-05
9,-1,n9(bund),3.088844,6.892789167317881e-06,2.4390353832490446e-05
9,-1,n9(bund),3.237458,6.807217215263689e-06,2.4268487601722374e-05
9,-1,n9(bund),3.393222,6.72081859835703e-06,2.414018876070667e-05
9,-1,n9(bund),3.55648,6.633728245610273e-06,2.4005751986848457e-05
9,-1,n9(bund),3.727594,6.5460730927993654e-06,2.3865466234309e-05
9,-1,n9(bund),3.90694,6.457972306383267e-06,2.3719614562739123e-05
9,-1,n9(bund),4.094915,6.3695375245553825e-06,2.3568473993025885e-05
9,-1,n9(bund),4.291934,6.280873113331715e-06,2.3412315388115152e-05
9,-1,n9(bund),4.498433,6.19207643565465e-06,2.3251403357068556e-05
9,-1,n9(bund),4.714866,6.103238131505569e-06,2.3085996180607585e-05
9,-1,n9(bund),4.941713,6.014442407008662e-06,2.291634575649024e-05
9,-1,n9(bund),5.179475,5.925767330502349e-06,2.2742697563155534e-05
9,-1,n9(bund),5.428675,5.837285133573972e-06,2.256529064015866e-05
9,-1,n9(bund),5.689866,5.749062515108851e-06,2.238435758400443e-05
9,-1,n9(bund),5.963623,5.661160946496996e-06,2.2200124558068054e-05
9,-1,n9(bund),6.250552,5.573636976262257e-06,2.20128113153711e-05
9,-1,n9(bund),6.551286,5.4865425325156665e-06,2.1822631233055967e-05
9,-1,n9(bund),6.866488,5.399925221771739e-06,2.16297913574744e-05
9,-1,n9(bund),7.196857,5.313828622787573e-06,2.1434492458874666e-05
9,-1,n9(bund),7.54312,5.228292574178771e-06,2.1236929094738032e-05
9,-1,n9(bund),7.906043,5.143353454627548e-06,2.1037289680877778e-05
9,-1,n9(bund),8.286428,5.059044454527744e-06,2.0835756569473794e-05
9,-1,n9(bund),8.685114,4.975395837916806e-06,2.063250613327221e-05
9,-1,n9(bund),9.102982,4.8924351935386825e-06,2.0427708855233432e-05
9,-1,n9(bund),9.540955,4.810187673880371e-06,2.02215294229624e-05
9,-1,n9(bund),10.0,4.728676221045253e-06,2.0014126827303202e-05
