state_idx,n,l,label,type,source,Te_eV,K_ion_cm3s,I_n_eV
21,7,0,7S,resolved,CCC_TICS,2.442053,4.52364796850272e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,2.559548,4.524463024760975e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,2.682696,4.523080658961618e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,2.811769,4.519551689963651e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,2.947052,4.513928029373626e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,3.088844,4.506262571701888e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,3.237458,4.496609068701744e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,3.393222,4.485021991136622e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,3.55648,4.471556382124013e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,3.727594,4.456267706810509e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,3.90694,4.439211703411647e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,4.094915,4.420444240598334e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,4.291934,4.400021185847518e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,4.498433,4.37799828873801e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,4.714866,4.354431082319144e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,4.941713,4.3293748046776315e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,5.179475,4.302884341748366e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,5.428675,4.275014191329521e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,5.689866,4.245818447235264e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,5.963623,4.215350801605448e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,6.250552,4.183664562632013e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,6.551286,4.1508126843833375e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,6.866488,4.116847805024398e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,7.196857,4.081822289542417e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,7.54312,4.045788273085966e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,7.906043,4.008797701192535e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,8.286428,3.9709023634932245e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,8.685114,3.932153917917563e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,9.102982,3.892603902949872e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,9.540955,3.852303736083628e-06,0.277669
21,7,0,7S,resolved,CCC_TICS,10.0,3.8113046972556106e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.0,4.122318389881602e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.048113,4.172928113329061e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.098541,4.220606487882981e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.151395,4.265374154222049e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.206793,4.3072557100266865e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.264855,4.346279185544872e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.325711,4.382475576028051e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.389495,4.415878431268231e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.456348,4.446523501402899e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.526418,4.474448437101291e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.599859,4.499692541217514e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.676833,4.522296568014989e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.757511,4.542302565164193e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.84207,4.5597537529293196e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,1.930698,4.574694434331882e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,2.02359,4.58716992965318e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,2.120951,4.597226528451326e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,2.222996,4.60491145235162e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,2.329952,4.610272822236143e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,2.442053,4.613359624107484e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,2.559548,4.6142216688093765e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,2.682696,4.612909541911368e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,2.811769,4.6094745413444014e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,2.947052,4.603968601734243e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,3.088844,4.59644420573623e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,3.237458,4.586954283942889e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,3.393222,4.575552106035225e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,3.55648,4.562291166712047e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,3.727594,4.547225070509681e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,3.90694,4.530407419889567e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,4.094915,4.511891710919282e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,4.291934,4.4917312405225765e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,4.498433,4.469979028665134e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,4.714866,4.446687758030226e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,4.941713,4.421909732787385e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,5.179475,4.395696857037896e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,5.428675,4.368100632501601e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,5.689866,4.339172174052253e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,5.963623,4.308962240865508e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,6.250552,4.277521280253663e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,6.551286,4.244899480749669e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,6.866488,4.2111468306821555e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,7.196857,4.176313178352722e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,7.54312,4.140448289976752e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,7.906043,4.103601901761787e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,8.286428,4.065823762850263e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,8.685114,4.027163666320053e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,9.102982,3.987671465990048e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,9.540955,3.947397077390859e-06,0.277669
22,7,1,7P,resolved,CCC_TICS,10.0,3.906390461906788e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.0,4.356648382163973e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.048113,4.406610108796736e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.098541,4.453438969366996e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.151395,4.497170954145294e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.206793,4.537846200907538e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.264855,4.5755083575423054e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.325711,4.610204004948078e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.389495,4.641982141073892e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.456348,4.670893725817287e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.526418,4.696991285377647e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.599859,4.720328573589854e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.676833,4.740960286757184e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.757511,4.758941827593529e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.84207,4.774329113107156e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,1.930698,4.78717842064746e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,2.02359,4.7975462659273755e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,2.120951,4.805489306657328e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,2.222996,4.8110642655030154e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,2.329952,4.814327866417149e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,2.442053,4.815336778987057e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,2.559548,4.814147566260403e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,2.682696,4.810816632517572e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,2.811769,4.805400168592868e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,2.947052,4.79795409353733e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,3.088844,4.788533992586777e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,3.237458,4.777195052472868e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,3.393222,4.76399199602188e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,3.55648,4.748979018668234e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,3.727594,4.732209729927645e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,3.90694,4.713737103009399e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,4.094915,4.693613435602259e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,4.291934,4.671890324468408e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,4.498433,4.648618655867155e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,4.714866,4.623848613060898e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,4.941713,4.597629701293398e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,5.179475,4.570010789740211e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,5.428675,4.541040169074508e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,5.689866,4.5107656225215615e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,5.963623,4.479234507633296e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,6.250552,4.446493845528566e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,6.551286,4.4125904140295065e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,6.866488,4.377570840981972e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,7.196857,4.341481694069948e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,7.54312,4.304369563604758e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,7.906043,4.266281135068861e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,8.286428,4.227263248598238e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,8.685114,4.187362943073459e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,9.102982,4.146627483034661e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,9.540955,4.105104367218614e-06,0.277669
23,7,2,7D,resolved,CCC_TICS,10.0,4.062841318116932e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.0,4.6717674890386205e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.048113,4.721366704658472e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.098541,4.767469351834901e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.151395,4.810129260228867e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.206793,4.8494052446354175e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.264855,4.885360281375592e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.325711,4.918060747364956e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.389495,4.947575724822811e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.456348,4.973976373270075e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.526418,4.997335369133959e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.599859,5.017726411967534e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.676833,5.035223795042004e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.757511,5.049902036921685e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.84207,5.061835569630707e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,1.930698,5.071098478209214e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,2.02359,5.077764285873782e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,2.120951,5.0819057786715125e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,2.222996,5.083594863467985e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,2.329952,5.082902453338384e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,2.442053,5.079898374923806e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,2.559548,5.0746512930381285e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,2.682696,5.0672286487144334e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,2.811769,5.057696607899328e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,2.947052,5.046120019064462e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,3.088844,5.0325623790288465e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,3.237458,5.017085807198206e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,3.393222,4.999751029163071e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,3.55648,4.980617371105285e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,3.727594,4.959742766713078e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,3.90694,4.937183778289803e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,4.094915,4.9129956334754014e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,4.291934,4.88723227851749e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,4.498433,4.859946448381623e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,4.714866,4.831189753239568e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,4.941713,4.801012780086396e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,5.179475,4.769465207476097e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,5.428675,4.736595930688295e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,5.689866,4.702453194090699e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,5.963623,4.66708472707402e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,6.250552,4.630537879724197e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,6.551286,4.592859754361846e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,6.866488,4.554097329210048e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,7.196857,4.51429757072822e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,7.54312,4.473507531545538e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,7.906043,4.431774431413519e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,8.286428,4.389145719145011e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,8.685114,4.345669114090317e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,9.102982,4.30139262629773e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,9.540955,4.256364555097002e-06,0.277669
24,7,3,7F,resolved,CCC_TICS,10.0,4.210633466415172e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.0,4.996149576153377e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.048113,5.036385294265162e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.098541,5.072166153065405e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.151395,5.103581421810137e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.206793,5.130728930174265e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.264855,5.153713902819204e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.325711,5.172647846662304e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.389495,5.187647498022999e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.456348,5.198833835221102e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.526418,5.206331160533438e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.599859,5.210266253734502e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.676833,5.210767597816267e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.757511,5.207964675963216e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.84207,5.201987337508609e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,1.930698,5.192965229468392e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,2.02359,5.1810272893808e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,2.120951,5.166301294601032e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,2.222996,5.148913462923512e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,2.329952,5.128988099424404e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,2.442053,5.1066472847108965e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,2.559548,5.082010600290556e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,2.682696,5.055194887477965e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,2.811769,5.026314037069091e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,2.947052,4.995478807862996e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,3.088844,4.962796672920385e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,3.237458,4.9283716931512875e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,3.393222,4.8923044183617825e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,3.55648,4.85469181622218e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,3.727594,4.815627229724751e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,3.90694,4.775200363578204e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,4.094915,4.733497299658364e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,4.291934,4.690600541137134e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,4.498433,4.6465890842949796e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,4.714866,4.601538516343104e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,4.941713,4.555521136899427e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,5.179475,4.508606100132233e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,5.428675,4.46085957405378e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,5.689866,4.412344913047667e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,5.963623,4.363122839469681e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,6.250552,4.3132516300795685e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,6.551286,4.2627873031356365e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,6.866488,4.2117838022003084e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,7.196857,4.160293173040194e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,7.54312,4.108365730432803e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,7.906043,4.056050212186306e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,8.286428,4.003393918212948e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,8.685114,3.950442833047638e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,9.102982,3.897241730752237e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,9.540955,3.84383426167765e-06,0.277669
25,7,4,7G,resolved,CCC_TICS,10.0,3.790263021058594e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.0,5.44911700117793e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.048113,5.4869882093265634e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.098541,5.519648968121834e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.151395,5.547216443173725e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.206793,5.569818336104493e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.264855,5.587591392996868e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.325711,5.600679976854831e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.389495,5.609234714208734e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.456348,5.613411223847855e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.526418,5.61336893344328e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.599859,5.609269987614573e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.676833,5.601278248877231e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.757511,5.589558390962267e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.84207,5.574275082291635e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,1.930698,5.555592255977875e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,2.02359,5.53367246163054e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,2.120951,5.508676293514154e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,2.222996,5.480761889211531e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,2.329952,5.4500844928812994e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,2.442053,5.4167960774208776e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,2.559548,5.381045020301383e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,2.682696,5.342975828463508e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,2.811769,5.302728908380529e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,2.947052,5.260440378132538e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,3.088844,5.216241919024977e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,3.237458,5.170260664864694e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,3.393222,5.122619127432071e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,3.55648,5.07343515692993e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,3.727594,5.022821936239833e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,3.90694,4.970888007683314e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,4.094915,4.91773733069679e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,4.291934,4.863469368423971e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,4.498433,4.808179200757526e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,4.714866,4.751957660874847e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,4.941713,4.694891491861077e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,5.179475,4.6370635196399355e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,5.428675,4.57855283817308e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,5.689866,4.5194350027630894e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,5.963623,4.459782227312171e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,6.250552,4.399663581544882e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,6.551286,4.339145184484634e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,6.866488,4.278290390859355e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,7.196857,4.217159967575537e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,7.54312,4.1558122579150226e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,7.906043,4.094303331648954e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,8.286428,4.0326871198052665e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,8.685114,3.971015533350847e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,9.102982,3.909338565542201e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,9.540955,3.847704378148508e-06,0.277669
26,7,5,7H,resolved,CCC_TICS,10.0,3.7861593721513066e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.0,6.0416884504960525e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.048113,6.077115462481009e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.098541,6.106237787875754e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.151395,6.12918631459432e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.206793,6.146106192894673e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.264855,6.157155167280167e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.325711,6.162501960720222e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.389495,6.162324724028338e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.456348,6.156809560854489e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.526418,6.146149136252516e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.599859,6.1305413742785895e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.676833,6.1101882476682385e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.757511,6.0852946604225895e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.84207,6.0560674221878636e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,1.930698,6.022714311695692e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,2.02359,5.985443225281149e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,2.120951,5.944461405623159e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,2.222996,5.899974745346893e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,2.329952,5.852187159957953e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,2.442053,5.801300024694307e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,2.559548,5.7475116702222595e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,2.682696,5.691016932597997e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,2.811769,5.6320067534959055e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,2.947052,5.570667827301652e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,3.088844,5.507182292223535e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,3.237458,5.441727463043365e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,3.393222,5.374475603476808e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,3.55648,5.305593736327274e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,3.727594,5.235243489697532e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,3.90694,5.163580977483848e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,4.094915,5.090756712244626e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,4.291934,5.016915548342372e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,4.498433,4.942196653041621e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,4.714866,4.866733503041651e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,4.941713,4.790653903763252e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,5.179475,4.714080028616806e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,5.428675,4.63712847546952e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,5.689866,4.55991033760671e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,5.963623,4.482531286641094e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,6.250552,4.405091665051988e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,6.551286,4.327686586314735e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,6.866488,4.2504060408886145e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,7.196857,4.173335006646945e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,7.54312,4.0965535626373065e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,7.906043,4.020137005337036e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,8.286428,3.944155966809225e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,8.685114,3.868676534361971e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,9.102982,3.7937603714682677e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,9.540955,3.7194648398184923e-06,0.277669
27,7,6,7I,resolved,CCC_TICS,10.0,3.6458431224578796e-06,0.277669
