idx,n_i,l_i,l_i_char,n_f,l_f,l_f_char,omega_i,omega_f,dE_eV,E_max_eV,n_raw_points
797,7,6,I,9,8,K,26,34,0.10969654824892919,955.28,47
798,8,0,S,9,0,S,2,2,0.044617785493827174,955.21,47
799,8,0,S,9,1,P,2,6,0.044617785493827174,955.21,47
800,8,0,S,9,2,D,2,10,0.044617785493827174,955.21,47
801,8,0,S,9,3,F,2,14,0.044617785493827174,955.21,47
802,8,0,S,9,4,G,2,18,0.044617785493827174,955.21,47
803,8,0,S,9,5,H,2,22,0.044617785493827174,955.21,47
804,8,0,S,9,6,I,2,26,0.044617785493827174,955.21,47
805,8,0,S,9,7,J,2,30,0.044617785493827174,955.21,47
806,8,0,S,9,8,K,2,34,0.044617785493827174,955.21,47
807,8,1,P,9,0,S,6,2,0.044617785493827174,955.21,47
808,8,1,P,9,1,P,6,6,0.044617785493827174,955.21,47
809,8,1,P,9,2,D,6,10,0.044617785493827174,955.21,47
810,8,1,P,9,3,F,6,14,0.044617785493827174,955.21,47
811,8,1,P,9,4,G,6,18,0.044617785493827174,955.21,47
812,8,1,P,9,5,H,6,22,0.044617785493827174,955.21,47
813,8,1,P,9,6,I,6,26,0.044617785493827174,955.21,47
814,8,1,P,9,7,J,6,30,0.044617785493827174,955.21,47
815,8,1,P,9,8,K,6,34,0.044617785493827174,955.21,47
816,8,2,D,9,0,S,10,2,0.044617785493827174,955.21,47
817,8,2,D,9,1,P,10,6,0.044617785493827174,955.21,47
818,8,2,D,9,2,D,10,10,0.044617785493827174,955.21,47
819,8,2,D,9,3,F,10,14,0.044617785493827174,955.21,47
820,8,2,D,9,4,G,10,18,0.044617785493827174,955.21,47
821,8,2,D,9,5,H,10,22,0.044617785493827174,955.21,47
822,8,2,D,9,6,I,10,26,0.044617785493827174,955.21,47
823,8,2,D,9,7,J,10,30,0.044617785493827174,955.21,47
824,8,2,D,9,8,K,10,34,0.044617785493827174,955.21,47
825,8,3,F,9,0,S,14,2,0.044617785493827174,955.21,47
826,8,3,F,9,1,P,14,6,0.044617785493827174,955.21,47
827,8,3,F,9,2,D,14,10,0.044617785493827174,955.21,47
828,8,3,F,9,3,F,14,14,0.044617785493827174,955.21,47
829,8,3,F,9,4,G,14,18,0.044617785493827174,955.21,47
830,8,3,F,9,5,H,14,22,0.044617785493827174,955.21,47
831,8,3,F,9,6,I,14,26,0.044617785493827174,955.21,47
832,8,3,F,9,7,J,14,30,0.044617785493827174,955.21,47
833,8,3,F,9,8,K,14,34,0.044617785493827174,955.21,47
834,8,4,G,9,0,S,18,2,0.044617785493827174,955.21,47
835,8,4,G,9,1,P,18,6,0.044617785493827174,955.21,47
836,8,4,G,9,2,D,18,10,0.044617785493827174,955.21,47
837,8,4,G,9,3,F,18,14,0.044617785493827174,955.21,47
838,8,4,G,9,4,G,18,18,0.044617785493827174,955.21,47
839,8,4,G,9,5,H,18,22,0.044617785493827174,955.21,47
840,8,4,G,9,6,I,18,26,0.044617785493827174,955.21,47
841,8,4,G,9,7,J,18,30,0.044617785493827174,955.21,47
842,8,4,G,9,8,K,18,34,0.044617785493827174,955.21,47
843,8,5,H,9,0,S,22,2,0.044617785493827174,955.21,47
844,8,5,H,9,1,P,22,6,0.044617785493827174,955.21,47
845,8,5,H,9,2,D,22,10,0.044617785493827174,955.21,47
846,8,5,H,9,3,F,22,14,0.044617785493827174,955.21,47
847,8,5,H,9,4,G,22,18,0.044617785493827174,955.21,47
848,8,5,H,9,5,H,22,22,0.044617785493827174,955.21,47
849,8,5,H,9,6,I,22,26,0.044617785493827174,955.21,47
850,8,5,H,9,7,J,22,30,0.044617785493827174,955.21,47
851,8,5,H,9,8,K,22,34,0.044617785493827174,955.21,47
852,8,6,I,9,0,S,26,2,0.044617785493827174,955.21,47
853,8,6,I,9,1,P,26,6,0.044617785493827174,955.21,47
854,8,6,I,9,2,D,26,10,0.044617785493827174,955.21,47
855,8,6,I,9,3,F,26,14,0.044617785493827174,955.21,47
856,8,6,I,9,4,G,26,18,0.044617785493827174,955.21,47
857,8,6,I,9,5,H,26,22,0.044617785493827174,955.21,47
858,8,6,I,9,6,I,26,26,0.044617785493827174,955.21,47
859,8,6,I,9,7,J,26,30,0.044617785493827174,955.21,47
860,8,6,I,9,8,K,26,34,0.044617785493827174,955.21,47
861,8,7,J,9,0,S,30,2,0.044617785493827174,955.21,47
862,8,7,J,9,1,P,30,6,0.044617785493827174,955.21,47
863,8,7,J,9,2,D,30,10,0.044617785493827174,955.21,47
864,8,7,J,9,3,F,30,14,0.044617785493827174,955.21,47
865,8,7,J,9,4,G,30,18,0.044617785493827174,955.21,47
866,8,7,J,9,5,H,30,22,0.044617785493827174,955.21,47
867,8,7,J,9,6,I,30,26,0.044617785493827174,955.21,47
868,8,7,J,9,7,J,30,30,0.044617785493827174,955.21,47
869,8,7,J,9,8,K,30,34,0.044617785493827174,955.21,47
