ni,li,nf,lf,threshold_eV,n_points,sigma_max_cm2,filename
10,3,5,0,13.500000,47,1.194881e-15,:F.5S
7,6,6,1,13.328199,55,4.012806e-14,7I.6P
9,3,9,1,13.500000,47,8.017210e-12,9F.9P
8,3,3,1,13.393320,50,1.508792e-16,8F.3P
8,3,9,1,13.500000,47,1.983440e-13,8F.9P
9,3,3,1,13.500000,47,1.037785e-16,9F.3P
3,2,6,3,13.228975,58,2.159858e-13,3D.6F
10,3,9,7,13.500000,47,5.846991e-14,:F.9J
8,7,9,3,13.500000,47,1.442986e-13,8J.9F
5,3,7,3,13.328199,55,1.545476e-11,5F.7F
1,0,8,0,13.393320,50,4.144419e-15,1S.8S
3,2,3,1,12.094089,78,6.813088e-08,3D.3P
2,1,9,0,13.500000,47,2.490012e-16,2P.9S
3,1,3,0,12.094089,78,1.593081e-07,3P.3S
7,6,9,3,13.500000,47,7.244332e-14,7I.9F
9,3,6,3,13.500000,47,6.348242e-15,9F.6F
2,0,4,1,12.755506,70,1.373259e-12,2S.4P
3,0,8,6,13.393320,50,5.594965e-14,3S.8I
5,3,2,1,13.061780,63,9.434153e-17,5F.2P
4,3,8,1,13.393320,50,2.596702e-12,4F.8P
8,6,1,0,13.393320,50,6.737481e-20,8I.1S
10,6,7,1,13.500000,47,1.528955e-14,:I.7P
9,7,6,1,13.500000,47,8.848894e-15,9J.6P
6,3,8,7,13.393320,50,8.507260e-12,6F.8J
7,3,4,0,13.328199,55,1.845667e-15,7F.4S
8,3,6,0,13.393320,50,1.100511e-14,8F.6S
7,6,3,0,13.328199,55,1.646286e-16,7I.3S
3,1,9,3,13.500000,47,1.005862e-15,3P.9F
6,3,4,3,13.228975,58,4.424447e-15,6F.4F
1,0,7,1,13.328199,55,7.283536e-15,1S.7P
10,3,5,3,13.500000,47,1.117313e-15,:F.5F
2,1,6,1,13.228975,58,3.046708e-14,2P.6P
3,0,1,0,12.094089,78,3.402344e-18,3S.1S
4,3,7,0,13.328199,55,6.894297e-12,4F.7S
8,6,8,6,13.393320,50,1.020703e-08,8I.8I
10,7,5,1,13.500000,47,1.832225e-15,:J.5P
9,6,4,1,13.500000,47,5.572563e-16,9I.4P
8,7,3,0,13.393320,50,8.963706e-17,8J.3S
10,6,8,0,13.500000,47,3.886793e-14,:I.8S
9,7,9,0,13.500000,47,1.195441e-12,9J.9S
6,3,7,6,13.328199,55,2.417764e-11,6F.7I
6,3,8,2,13.393320,50,5.552961e-12,6F.8D
8,6,7,2,13.393320,50,7.781986e-14,8I.7D
9,3,6,5,13.500000,47,6.051412e-15,9F.6H
3,0,8,4,13.393320,50,6.561063e-14,3S.8G
3,2,5,4,13.061780,63,3.508755e-12,3D.5G
7,6,9,5,13.500000,47,8.221631e-14,7I.9H
3,1,5,2,13.061780,63,1.469308e-12,3P.5D
5,3,7,5,13.328199,55,1.644046e-11,5F.7H
8,7,9,5,13.500000,47,1.823544e-13,8J.9H
3,2,6,5,13.228975,58,2.128215e-13,3D.6H
10,3,9,2,13.500000,47,3.029906e-12,:F.9D
9,3,5,4,13.500000,47,2.081730e-15,9F.5G
8,7,5,2,13.393320,50,4.889294e-15,8J.5D
6,3,7,4,13.328199,55,2.050647e-11,6F.7G
8,6,8,4,13.393320,50,7.375945e-10,8I.8G
3,0,7,2,13.328199,55,3.766381e-13,3S.7D
9,3,9,8,13.500000,47,4.808086e-13,9F.9K
3,2,9,8,13.500000,47,1.947317e-16,3D.9K
10,3,6,4,13.500000,47,3.340738e-15,:F.6G
3,1,9,5,13.500000,47,6.079414e-16,3P.9H
7,6,5,2,13.328199,55,1.087630e-14,7I.5D
2,0,8,5,13.393320,50,6.659073e-15,2S.8H
8,3,6,4,13.393320,50,9.856996e-15,8F.6G
1,0,7,2,13.328199,55,3.172721e-15,1S.7D
2,1,6,2,13.228975,58,2.611264e-14,2P.6D
4,3,7,4,13.328199,55,8.871296e-12,4F.7G
10,7,5,2,13.500000,47,1.838666e-15,:J.5D
9,6,4,2,13.500000,47,6.339841e-16,9I.4D
10,6,8,4,13.500000,47,7.936002e-14,:I.8G
9,7,9,4,13.500000,47,1.074469e-12,9J.9G
8,3,9,2,13.500000,47,2.617985e-13,8F.9D
9,3,3,2,13.500000,47,1.271328e-16,9F.3D
7,3,7,5,13.328199,55,5.905797e-10,7F.7H
9,6,8,5,13.500000,47,3.942798e-12,9I.8H
10,7,9,5,13.500000,47,4.133218e-12,:J.9H
1,0,8,4,13.393320,50,1.121793e-15,1S.8G
3,2,3,2,12.094089,78,2.166299e-09,3D.3D
2,1,9,4,13.500000,47,1.431785e-16,2P.9G
2,0,4,2,12.755506,70,1.076149e-12,2S.4D
4,3,8,2,13.393320,50,1.767819e-12,4F.8D
10,6,7,2,13.500000,47,1.537355e-14,:I.7D
9,7,6,2,13.500000,47,8.832092e-15,9J.6D
8,7,5,1,13.393320,50,4.721277e-15,8J.5P
10,6,8,6,13.500000,47,4.816487e-14,:I.8I
9,7,9,6,13.500000,47,2.026565e-09,9J.9I
6,3,7,0,13.328199,55,2.772280e-11,6F.7S
4,3,7,6,13.328199,55,9.683379e-12,4F.7I
8,6,8,0,13.393320,50,3.788783e-10,8I.8S
10,7,3,0,13.500000,47,4.483253e-17,:J.3S
9,6,2,0,13.500000,47,3.186722e-18,9I.2S
8,3,5,3,13.393320,50,3.041107e-15,8F.5F
3,0,7,1,13.328199,55,4.318036e-13,3S.7P
1,0,1,0,10.204389,96,6.247431e-16,1S.1S
4,3,4,3,12.755506,70,2.569260e-09,4F.4F
10,3,6,0,13.500000,47,3.080311e-15,:F.6S
7,6,5,1,13.328199,55,1.048706e-14,7I.5P
2,0,8,3,13.393320,50,1.707893e-14,2S.8F
10,6,1,0,13.500000,47,5.020907e-20,:I.1S
6,3,8,1,13.393320,50,7.121120e-12,6F.8P
7,3,2,1,13.328199,55,2.649068e-17,7F.2P
5,3,4,0,13.061780,63,1.243606e-14,5F.4S
4,3,8,7,13.393320,50,2.745677e-12,4F.8J
8,6,7,1,13.393320,50,7.700778e-14,8I.7P
2,0,2,0,10.204389,96,6.846692e-10,2S.2S
3,0,8,0,13.393320,50,3.105514e-13,3S.8S
3,2,5,0,13.061780,63,1.748217e-12,3D.5S
1,0,8,6,13.393320,50,3.968001e-16,1S.8I
2,1,9,6,13.500000,47,4.645669e-17,2P.9I
3,1,5,1,13.061780,63,1.715173e-12,3P.5P
9,6,8,3,13.500000,47,5.600566e-13,9I.8F
10,7,9,3,13.500000,47,5.090914e-13,:J.9F
7,3,7,3,13.328199,55,1.780140e-08,7F.7F
10,3,9,1,13.500000,47,2.423925e-12,:F.9P
8,3,9,7,13.500000,47,1.370458e-13,8F.9J
9,3,5,0,13.500000,47,2.209423e-15,9F.5S
9,3,9,7,13.500000,47,4.931298e-13,9F.9J
8,3,5,0,13.393320,50,3.102714e-15,8F.5S
10,3,3,1,13.500000,47,6.981105e-17,:F.3P
6,3,7,3,13.328199,55,2.390882e-11,6F.7F
8,6,8,3,13.393320,50,6.482655e-10,8I.8F
3,1,9,6,13.500000,47,4.021206e-16,3P.9I
2,1,5,1,13.061780,63,4.519657e-13,2P.5P
10,3,6,3,13.500000,47,3.304334e-15,:F.6F
3,2,9,7,13.500000,47,4.234028e-16,3D.9J
1,0,4,1,12.755506,70,9.630173e-14,1S.4P
3,0,2,0,12.094089,78,4.696075e-16,3S.2S
2,0,8,0,13.393320,50,5.426948e-14,2S.8S
4,3,4,0,12.755506,70,1.642646e-09,4F.4S
9,6,7,1,13.500000,47,3.057909e-14,9I.7P
10,7,6,1,13.500000,47,6.071013e-15,:J.6P
5,3,8,7,13.393320,50,5.370943e-12,5F.8J
7,3,8,1,13.393320,50,1.139155e-11,7F.8P
6,3,2,1,13.228975,58,5.191725e-17,6F.2P
3,0,8,3,13.393320,50,5.606167e-14,3S.8F
7,6,9,6,13.500000,47,9.422952e-14,7I.9I
3,2,5,3,13.061780,63,2.817085e-12,3D.5F
5,3,4,3,13.061780,63,1.308852e-14,5F.4F
2,0,7,1,13.328199,55,7.709179e-14,2S.7P
9,3,5,3,13.500000,47,2.124575e-15,9F.5F
9,6,8,0,13.500000,47,1.142235e-13,9I.8S
10,7,9,0,13.500000,47,1.565918e-13,:J.9S
5,3,7,6,13.328199,55,1.554157e-11,5F.7I
8,6,2,0,13.393320,50,6.437851e-18,8I.2S
9,7,5,1,13.500000,47,2.601463e-15,9J.5P
10,6,4,1,13.500000,47,3.617966e-16,:I.4P
7,3,7,0,13.328199,55,8.104019e-10,7F.7S
8,7,9,6,13.500000,47,2.081730e-13,8J.9I
8,7,6,2,13.393320,50,2.141376e-14,8J.6D
5,3,8,2,13.393320,50,3.466750e-12,5F.8D
3,0,4,2,12.755506,70,5.485754e-12,3S.4D
3,1,9,4,13.500000,47,9.229733e-16,3P.9G
10,3,6,5,13.500000,47,3.181121e-15,:F.6H
3,2,9,2,13.500000,47,2.016764e-15,3D.9D
8,6,8,5,13.393320,50,8.700479e-07,8I.8H
6,3,7,5,13.328199,55,2.640667e-11,6F.7H
10,3,5,4,13.500000,47,1.148396e-15,:F.5G
7,6,6,2,13.328199,55,4.399245e-14,7I.6D
9,3,9,2,13.500000,47,4.304035e-09,9F.9D
8,3,3,2,13.393320,50,1.726374e-16,8F.3D
8,7,9,4,13.500000,47,1.642366e-13,8J.9G
5,3,7,4,13.328199,55,1.374099e-11,5F.7G
8,6,4,2,13.393320,50,9.663777e-16,8I.4D
10,3,9,8,13.500000,47,5.443750e-14,:F.9K
3,2,6,4,13.228975,58,2.388641e-13,3D.6G
3,1,6,2,13.228975,58,1.425904e-13,3P.6D
7,6,9,4,13.500000,47,7.835192e-14,7I.9G
3,0,8,5,13.393320,50,4.278832e-14,3S.8H
9,3,6,4,13.500000,47,6.261433e-15,9F.6G
10,9,8,5,13.500000,47,2.042526e-13,:L.8H
8,4,6,4,13.393320,50,1.302412e-14,8G.6G
8,0,6,2,13.393320,50,1.739256e-15,8S.6D
6,5,9,4,13.500000,47,4.161220e-14,6H.9G
4,2,9,8,13.500000,47,9.856996e-16,4D.9K
7,0,8,5,13.393320,50,1.437105e-12,7S.8H
4,1,9,5,13.500000,47,2.150617e-15,4P.9H
8,1,8,5,13.393320,50,1.061867e-10,8P.8H
4,0,7,2,13.328199,55,1.138035e-12,4S.7D
9,5,4,2,13.500000,47,7.135121e-16,9H.4D
7,1,6,2,13.328199,55,3.388342e-14,7P.6D
10,8,5,2,13.500000,47,1.908953e-15,:K.5D
7,2,6,4,13.328199,55,2.158178e-14,7D.6G
9,8,9,4,13.500000,47,1.180879e-12,9K.9G
10,5,8,4,13.500000,47,3.231527e-13,:H.8G
8,0,9,4,13.500000,47,3.925997e-14,8S.9G
9,4,3,2,13.500000,47,1.290650e-16,9G.3D
8,4,9,2,13.500000,47,1.067188e-13,8G.9D
8,1,4,2,13.393320,50,4.432848e-16,8P.4D
6,5,6,2,13.228975,58,1.050106e-10,6H.6D
4,2,6,5,13.228975,58,6.174624e-13,4D.6H
7,4,7,5,13.328199,55,1.112832e-07,7G.7H
10,8,9,5,13.500000,47,1.180599e-12,:K.9H
9,5,8,5,13.500000,47,2.106653e-13,9H.8H
8,2,7,5,13.393320,50,2.531736e-14,8D.7H
10,9,4,2,13.500000,47,2.976701e-16,:L.4D
7,2,9,2,13.500000,47,3.626366e-14,7D.9D
6,2,3,2,13.228975,58,5.158121e-16,6D.3D
4,0,8,4,13.393320,50,2.691072e-13,4S.8G
7,1,9,4,13.500000,47,1.775939e-14,7P.9G
4,2,5,4,13.061780,63,5.480154e-12,4D.5G
9,8,6,2,13.500000,47,1.285890e-14,9K.6D
4,1,5,2,13.061780,63,3.399544e-12,4P.5D
10,5,7,2,13.500000,47,1.368778e-14,:H.7D
7,0,4,2,13.328199,55,3.413545e-16,7S.4D
9,8,9,6,13.500000,47,1.787141e-12,9K.9I
6,4,7,0,13.328199,55,2.440167e-11,6G.7S
10,5,8,6,13.500000,47,3.973602e-14,:H.8I
5,2,6,0,13.228975,58,6.426649e-13,5D.6S
5,1,6,1,13.228975,58,6.558263e-13,5P.6P
6,0,7,1,13.328199,55,4.379643e-12,6S.7P
4,0,1,0,12.755506,70,1.735055e-18,4S.1S
9,5,2,0,13.500000,47,3.466750e-18,9H.2S
10,8,3,0,13.500000,47,3.561960e-17,:K.3S
8,5,8,0,13.393320,50,3.469551e-10,8H.8S
8,4,5,3,13.393320,50,6.093416e-15,8G.5F
8,1,8,3,13.393320,50,1.579080e-10,8P.8F
7,2,5,3,13.328199,55,5.953402e-15,7D.5F
7,0,8,3,13.393320,50,1.668129e-12,7S.8F
4,1,9,3,13.500000,47,3.066310e-15,4P.9F
9,1,7,1,13.500000,47,2.127935e-14,9P.7P
7,5,5,1,13.328199,55,9.022512e-15,7H.5P
10,0,6,1,13.500000,47,7.230331e-16,:S.6P
10,4,6,0,13.500000,47,4.096814e-15,:G.6S
6,5,9,6,13.500000,47,4.500055e-14,6H.9I
9,2,7,0,13.500000,47,6.675875e-14,9D.7S
10,9,8,3,13.500000,47,1.341896e-13,:L.8F
7,4,2,1,13.328199,55,2.277190e-17,7G.2P
5,1,9,0,13.500000,47,6.351042e-15,5P.9S
6,0,8,0,13.393320,50,1.691931e-12,6S.8S
4,2,3,1,12.755506,70,8.053614e-15,4D.3P
4,1,3,0,12.755506,70,5.667773e-15,4P.3S
6,4,8,1,13.393320,50,7.709179e-12,6G.8P
10,5,1,0,13.500000,47,1.317253e-19,:H.1S
5,2,9,1,13.500000,47,1.296251e-14,5D.9P
7,0,2,0,13.328199,55,9.252135e-18,7S.2S
7,2,9,7,13.500000,47,3.071910e-14,7D.9J
5,0,4,1,13.061780,63,2.831086e-15,5S.4P
8,5,7,1,13.393320,50,9.893400e-14,8H.7P
6,1,5,1,13.228975,58,1.808983e-14,6P.5P
4,0,8,6,13.393320,50,2.256188e-13,4S.8I
6,2,5,0,13.228975,58,6.437851e-14,6D.5S
5,4,4,0,13.061780,63,1.198801e-14,5G.4S
7,1,9,6,13.500000,47,1.950957e-14,7P.9I
10,9,2,0,13.500000,47,2.399282e-18,:L.2S
8,2,7,3,13.393320,50,6.874695e-14,8D.7F
10,8,9,3,13.500000,47,2.724395e-13,:K.9F
9,5,8,3,13.500000,47,1.508792e-12,9H.8F
4,2,6,3,13.228975,58,4.144419e-13,4D.6F
7,4,7,3,13.328199,55,1.311373e-06,7G.7F
8,1,2,0,13.393320,50,1.052626e-17,8P.2S
10,4,9,1,13.500000,47,1.320893e-12,:G.9P
9,2,8,1,13.500000,47,1.327614e-12,9D.8P
9,1,8,0,13.500000,47,1.283090e-12,9P.8S
10,0,9,0,13.500000,47,4.561661e-13,:S.9S
8,2,2,1,13.393320,50,1.677089e-17,8D.2P
8,0,9,6,13.500000,47,1.240245e-14,8S.9I
10,2,4,0,13.500000,47,2.204103e-16,:D.4S
9,4,5,0,13.500000,47,2.475730e-15,9G.5S
9,0,5,1,13.500000,47,3.001903e-16,9S.5P
10,1,4,1,13.500000,47,1.609603e-16,:P.4P
8,4,9,7,13.500000,47,3.346338e-13,8G.9J
10,1,8,6,13.500000,47,8.921702e-15,:P.8I
8,4,5,0,13.393320,50,3.528357e-15,8G.5S
9,0,9,6,13.500000,47,4.883694e-14,9S.9I
9,4,9,7,13.500000,47,6.446251e-13,9G.9J
8,0,5,1,13.393320,50,6.787886e-16,8S.5P
10,2,8,7,13.500000,47,1.530355e-14,:D.8J
10,0,3,0,13.500000,47,1.614083e-17,:S.3S
8,2,8,1,13.393320,50,2.093772e-06,8D.8P
9,1,2,0,13.500000,47,7.028710e-18,9P.2S
9,2,2,1,13.500000,47,1.036945e-17,9D.2P
8,1,8,0,13.393320,50,3.405144e-06,8P.8S
10,4,3,1,13.500000,47,6.779485e-17,:G.3P
6,4,7,3,13.328199,55,2.703953e-11,6G.7F
5,2,6,3,13.228975,58,6.782285e-13,5D.6F
8,5,8,3,13.393320,50,5.048910e-10,8H.8F
10,4,6,3,13.500000,47,7.065114e-15,:G.6F
9,2,7,3,13.500000,47,1.171918e-14,9D.7F
10,9,8,0,13.500000,47,8.025611e-14,:L.8S
10,8,6,1,13.500000,47,6.594666e-15,:K.6P
5,4,8,7,13.393320,50,9.100920e-12,5G.8J
7,1,5,1,13.328199,55,5.312137e-15,7P.5P
9,5,7,1,13.500000,47,2.190941e-14,9H.7P
4,0,4,1,12.755506,70,8.580067e-08,4S.4P
6,2,9,7,13.500000,47,1.288690e-14,6D.9J
6,1,9,6,13.500000,47,9.985809e-15,6P.9I
7,2,5,0,13.328199,55,7.969605e-15,7D.5S
5,0,8,6,13.393320,50,6.664673e-13,5S.8I
5,2,3,1,13.061780,63,1.320893e-15,5D.3P
7,0,8,0,13.393320,50,2.089571e-12,7S.8S
4,1,9,0,13.500000,47,3.710375e-15,4P.9S
6,4,2,1,13.228975,58,3.234327e-17,6G.2P
6,0,2,0,13.228975,58,2.344677e-17,6S.2S
4,2,9,1,13.500000,47,7.079115e-15,4D.9P
7,4,8,1,13.393320,50,1.318373e-11,7G.8P
5,1,3,0,13.061780,63,1.132714e-15,5P.3S
10,2,7,6,13.500000,47,5.835790e-15,:D.7I
10,1,1,0,13.500000,47,1.780140e-19,:P.1S
6,5,5,1,13.228975,58,2.598383e-14,6H.5P
8,1,7,1,13.393320,50,1.334895e-13,8P.7P
8,2,7,0,13.393320,50,5.466152e-13,8D.7S
7,5,9,6,13.500000,47,1.602042e-13,7H.9I
5,1,9,3,13.500000,47,7.095917e-15,5P.9F
6,0,8,3,13.393320,50,1.075869e-12,6S.8F
6,2,5,3,13.228975,58,1.424224e-14,6D.5F
5,4,4,3,13.061780,63,8.190828e-14,5G.4F
9,1,8,3,13.500000,47,7.776386e-14,9P.8F
10,0,9,3,13.500000,47,4.886494e-14,:S.9F
10,9,7,1,13.500000,47,4.147219e-14,:L.7P
10,2,4,3,13.500000,47,2.915095e-16,:D.4F
9,4,5,3,13.500000,47,2.564219e-15,9G.5F
8,5,2,0,13.393320,50,5.382144e-18,8H.2S
5,0,1,0,13.061780,63,5.152521e-19,5S.1S
10,8,9,0,13.500000,47,1.552757e-13,:K.9S
5,4,7,6,13.328199,55,2.241346e-11,5G.7I
9,5,8,0,13.500000,47,1.978960e-13,9H.8S
4,2,6,0,13.228975,58,2.828286e-13,4D.6S
7,4,7,0,13.328199,55,6.947502e-10,7G.7S
7,0,7,1,13.328199,55,1.110312e-06,7S.7P
10,5,4,1,13.500000,47,3.685172e-16,:H.4P
4,1,6,1,13.228975,58,4.928498e-13,4P.6P
9,8,5,1,13.500000,47,2.457528e-15,9K.5P
5,2,5,4,13.061780,63,3.690773e-10,5D.5G
6,0,4,2,13.228975,58,7.429151e-16,6S.4D
5,1,5,2,13.061780,63,1.420864e-08,5P.5D
5,4,8,2,13.393320,50,4.785684e-12,5G.8D
6,2,9,2,13.500000,47,1.786020e-14,6D.9D
6,1,9,4,13.500000,47,1.156517e-14,6P.9G
5,0,8,4,13.393320,50,7.325540e-13,5S.8G
7,2,3,2,13.328199,55,2.839487e-16,7D.3D
10,4,6,5,13.500000,47,3.920396e-15,:G.6H
9,2,7,5,13.500000,47,1.117593e-14,9D.7H
8,5,8,5,13.393320,50,1.104432e-08,8H.8H
6,4,7,5,13.328199,55,3.634767e-11,6G.7H
5,2,6,5,13.228975,58,9.159726e-13,5D.6H
10,0,5,2,13.500000,47,1.912873e-16,:S.5D
7,5,6,2,13.328199,55,6.765484e-14,7H.6D
9,1,4,2,13.500000,47,3.547959e-16,9P.4D
10,4,5,4,13.500000,47,1.472389e-15,:G.5G
8,4,3,2,13.393320,50,2.029085e-16,8G.3D
10,1,8,4,13.500000,47,8.652874e-15,:P.8G
9,0,9,4,13.500000,47,7.647573e-14,9S.9G
9,4,9,2,13.500000,47,6.202627e-12,9G.9D
10,2,8,2,13.500000,47,4.348839e-14,:D.8D
6,1,6,2,13.228975,58,4.458050e-08,6P.6D
8,5,4,2,13.393320,50,9.117721e-16,8H.4D
5,0,7,2,13.328199,55,3.088712e-12,5S.7D
5,4,7,4,13.328199,55,1.907273e-11,5G.7G
6,2,6,4,13.228975,58,4.665271e-11,6D.6G
9,1,8,5,13.500000,47,1.881790e-14,9P.8H
10,0,9,5,13.500000,47,6.121419e-15,:S.9H
10,4,9,8,13.500000,47,7.252733e-14,:G.9K
5,2,9,8,13.500000,47,4.334838e-15,5D.9K
5,1,9,5,13.500000,47,5.303736e-15,5P.9H
6,0,8,5,13.393320,50,8.899299e-13,6S.8H
7,5,9,4,13.500000,47,7.104318e-14,7H.9G
9,4,6,4,13.500000,47,7.891197e-15,9G.6G
10,2,7,4,13.500000,47,6.597467e-15,:D.7G
10,1,7,2,13.500000,47,4.659671e-15,:P.7D
9,0,6,2,13.500000,47,1.118153e-15,9S.6D
6,5,5,2,13.228975,58,2.740077e-14,6H.5D
8,1,7,2,13.393320,50,9.487359e-14,8P.7D
8,2,7,4,13.393320,50,2.541537e-14,8D.7G
4,0,8,5,13.393320,50,1.654687e-13,4S.8H
7,1,9,5,13.500000,47,1.651887e-14,7P.9H
7,2,9,8,13.500000,47,4.043609e-14,7D.9K
10,9,7,2,13.500000,47,3.923196e-14,:L.7D
8,4,9,8,13.500000,47,1.520554e-13,8G.9K
8,0,9,5,13.500000,47,1.940316e-14,8S.9H
10,8,9,4,13.500000,47,3.954000e-13,:K.9G
9,5,8,4,13.500000,47,2.881491e-12,9H.8G
4,2,6,4,13.228975,58,5.732179e-13,4D.6G
7,4,7,4,13.328199,55,1.645726e-08,7G.7G
7,0,7,2,13.328199,55,2.567299e-10,7S.7D
10,5,4,2,13.500000,47,4.309635e-16,:H.4D
4,1,6,2,13.228975,58,3.556359e-13,4P.6D
9,8,5,2,13.500000,47,2.239946e-15,9K.5D
8,4,5,4,13.393320,50,3.785983e-15,8G.5G
8,0,5,2,13.393320,50,4.586864e-16,8S.5D
8,2,8,2,13.393320,50,1.312773e-08,8D.8D
8,1,8,4,13.393320,50,1.404342e-10,8P.8G
10,4,3,2,13.500000,47,8.563265e-17,:G.3D
9,8,9,5,13.500000,47,1.172759e-12,9K.9H
10,5,8,5,13.500000,47,4.556060e-14,:H.8H
7,2,6,5,13.328199,55,1.742336e-14,7D.6H
6,5,9,5,13.500000,47,4.127617e-14,6H.9H
10,9,8,4,13.500000,47,1.205522e-13,:L.8G
8,4,6,5,13.393320,50,1.157077e-14,8G.6H
10,8,6,2,13.500000,47,6.936301e-15,:K.6D
7,1,5,2,13.328199,55,4.001604e-15,7P.5D
9,5,7,2,13.500000,47,2.525575e-14,9H.7D
4,0,4,2,12.755506,70,4.634468e-10,4S.4D
7,2,5,4,13.328199,55,4.637269e-15,7D.5G
5,2,3,2,13.061780,63,1.179479e-15,5D.3D
7,0,8,4,13.393320,50,1.559198e-12,7S.8G
4,1,9,4,13.500000,47,2.808684e-15,4P.9G
4,2,9,2,13.500000,47,5.578164e-15,4D.9D
7,4,8,2,13.393320,50,1.127394e-11,7G.8D
7,4,7,6,13.328199,55,1.111992e-09,7G.7I
7,0,1,0,13.328199,55,1.679610e-19,7S.1S
10,5,2,0,13.500000,47,3.013104e-18,:H.2S
9,8,3,0,13.500000,47,3.290332e-17,9K.3S
6,1,6,1,13.228975,58,6.087815e-10,6P.6P
8,5,4,1,13.393320,50,7.305938e-16,8H.4P
5,0,7,1,13.328199,55,2.539857e-12,5S.7P
10,8,9,6,13.500000,47,4.228427e-12,:K.9I
5,4,7,0,13.328199,55,1.451387e-11,5G.7S
9,5,8,6,13.500000,47,8.333642e-14,9H.8I
6,2,6,0,13.228975,58,3.340738e-11,6D.6S
10,9,1,0,13.500000,47,9.260536e-20,:L.1S
8,0,9,3,13.500000,47,1.100791e-13,8S.9F
8,2,4,3,13.393320,50,6.135420e-16,8D.4F
4,0,8,3,13.393320,50,1.917074e-13,4S.8F
7,1,9,3,13.500000,47,2.620505e-14,7P.9F
7,4,4,3,13.328199,55,2.278310e-15,7G.4F
4,2,5,3,13.061780,63,4.334838e-12,4D.5F
6,5,3,0,13.228975,58,4.119216e-16,6H.3S
8,1,1,0,13.393320,50,3.486352e-19,8P.1S
8,2,7,6,13.393320,50,1.763898e-14,8D.7I
7,5,9,0,13.500000,47,6.838291e-14,7H.9S
9,4,6,0,13.500000,47,7.756784e-15,9G.6S
10,2,7,0,13.500000,47,1.978960e-14,:D.7S
10,1,7,1,13.500000,47,7.692377e-15,:P.7P
9,0,6,1,13.500000,47,1.483030e-15,9S.6P
7,0,8,6,13.393320,50,1.878150e-12,7S.8I
5,2,5,0,13.061780,63,6.233430e-10,5D.5S
6,4,4,0,13.228975,58,4.480453e-15,6G.4S
4,1,9,6,13.500000,47,1.539876e-15,4P.9I
4,2,9,7,13.500000,47,1.987361e-15,4D.9J
6,0,4,1,13.228975,58,7.930401e-16,6S.4P
5,1,5,1,13.061780,63,4.091213e-09,5P.5P
7,4,8,7,13.393320,50,1.822144e-11,7G.8J
7,1,3,0,13.328199,55,2.434846e-16,7P.3S
5,4,8,1,13.393320,50,5.622968e-12,5G.8P
9,5,1,0,13.500000,47,8.521261e-20,9H.1S
6,2,9,1,13.500000,47,2.375480e-14,6D.9P
4,0,2,0,12.755506,70,1.061867e-16,4S.2S
6,1,9,0,13.500000,47,1.760538e-14,6P.9S
5,0,8,0,13.393320,50,1.458947e-12,5S.8S
7,2,3,1,13.328199,55,2.945898e-16,7D.3P
10,9,8,6,13.500000,47,3.982002e-13,:L.8I
8,4,6,3,13.393320,50,5.796586e-14,8G.6F
6,5,9,3,13.500000,47,4.161220e-14,6H.9F
7,2,6,3,13.328199,55,2.445487e-14,7D.6F
9,8,9,3,13.500000,47,1.167718e-12,9K.9F
10,5,8,3,13.500000,47,1.126274e-13,:H.8F
8,2,8,7,13.393320,50,3.167120e-10,8D.8J
10,0,5,1,13.500000,47,2.423645e-16,:S.5P
7,5,6,1,13.328199,55,4.822087e-14,7H.6P
9,1,4,1,13.500000,47,3.046708e-16,9P.4P
9,2,4,0,13.500000,47,3.886793e-16,9D.4S
10,4,5,0,13.500000,47,1.222043e-15,:G.5S
8,1,8,6,13.393320,50,1.022103e-10,8P.8I
8,4,3,1,13.393320,50,1.371299e-16,8G.3P
10,1,8,0,13.500000,47,1.598682e-13,:P.8S
9,0,9,0,13.500000,47,1.284210e-11,9S.9S
9,4,9,1,13.500000,47,1.243886e-12,9G.9P
10,2,8,1,13.500000,47,1.693051e-13,:D.8P
8,0,3,0,13.393320,50,3.693573e-17,8S.3S
10,2,2,1,13.500000,47,6.885896e-18,:D.2P
8,0,9,0,13.500000,47,1.975320e-13,8S.9S
9,4,3,1,13.500000,47,1.224284e-16,9G.3P
9,0,3,0,13.500000,47,2.973901e-17,9S.3S
8,4,9,1,13.500000,47,9.739384e-14,8G.9P
10,1,2,0,13.500000,47,5.116117e-18,:P.2S
10,4,9,7,13.500000,47,7.686777e-14,:G.9J
8,1,4,1,13.393320,50,4.584063e-16,8P.4P
6,5,6,1,13.228975,58,1.175839e-10,6H.6P
9,2,8,7,13.500000,47,2.639547e-14,9D.8J
9,1,8,6,13.500000,47,1.973919e-14,9P.8I
8,2,4,0,13.393320,50,6.852292e-16,8D.4S
10,0,9,6,13.500000,47,6.384645e-15,:S.9I
5,4,7,3,13.328199,55,1.770899e-11,5G.7F
6,2,6,3,13.228975,58,4.035208e-08,6D.6F
7,5,9,3,13.500000,47,6.967104e-14,7H.9F
10,9,4,1,13.500000,47,2.814284e-16,:L.4P
9,4,6,3,13.500000,47,1.662248e-14,9G.6F
10,2,7,3,13.500000,47,6.650672e-15,:D.7F
5,0,2,0,13.061780,63,4.253630e-17,5S.2S
7,2,9,1,13.500000,47,4.119216e-14,7D.9P
8,5,1,0,13.393320,50,1.062707e-19,8H.1S
