n_i,l_i,l_i_char,n_f,l_f,l_f_char,E_eV,sigma_a0sq,filename
4,2,D,1,0,S,635.8503625,0.0004217,1S.4D
4,2,D,1,0,S,699.8503625,0.0003841,1S.4D
4,2,D,1,0,S,763.8503625,0.0003525,1S.4D
4,2,D,1,0,S,827.8503625,0.0003257,1S.4D
4,2,D,1,0,S,891.8503625,0.0003027,1S.4D
4,2,D,1,0,S,955.8503625,0.0002827,1S.4D
4,3,F,1,0,S,6.88e-05,333.5,1S.4F
4,3,F,1,0,S,0.0002286,103.8,1S.4F
4,3,F,1,0,S,0.0007588,30.6,1S.4F
4,3,F,1,0,S,0.0025194,7.868,1S.4F
4,3,F,1,0,S,0.0083646,1.995,1S.4F
4,3,F,1,0,S,0.0277715,0.6863,1S.4F
4,3,F,1,0,S,0.0922047,0.3495,1S.4F
4,3,F,1,0,S,0.3063421,0.1061,1S.4F
4,3,F,1,0,S,0.3069334,0.1148,1S.4F
4,3,F,1,0,S,0.3091763,0.06322,1S.4F
4,3,F,1,0,S,0.3176851,0.06364,1S.4F
4,3,F,1,0,S,0.3499649,0.07242,1S.4F
4,3,F,1,0,S,0.4735375,0.049,1S.4F
4,3,F,1,0,S,0.4774157,0.04816,1S.4F
4,3,F,1,0,S,0.4947967,0.045,1S.4F
4,3,F,1,0,S,0.5727616,0.03365,1S.4F
4,3,F,1,0,S,0.5730732,0.02973,1S.4F
4,3,F,1,0,S,0.5748038,0.03758,1S.4F
4,3,F,1,0,S,0.5795625,0.03402,1S.4F
4,3,F,1,0,S,0.5844133,0.03741,1S.4F
4,3,F,1,0,S,0.6378825,0.03769,1S.4F
4,3,F,1,0,S,0.6385891,0.03572,1S.4F
4,3,F,1,0,S,0.6438103,0.03026,1S.4F
4,3,F,1,0,S,0.7445625,0.02484,1S.4F
4,3,F,1,0,S,0.8445625,0.02425,1S.4F
4,3,F,1,0,S,0.9445625,0.01986,1S.4F
4,3,F,1,0,S,1.0503625,0.01734,1S.4F
4,3,F,1,0,S,1.2503625,0.01573,1S.4F
4,3,F,1,0,S,1.4503625,0.01258,1S.4F
4,3,F,1,0,S,1.6503625,0.01115,1S.4F
4,3,F,1,0,S,1.8503625,0.0101,1S.4F
4,3,F,1,0,S,2.8503625,0.006299,1S.4F
4,3,F,1,0,S,3.8503625,0.004291,1S.4F
4,3,F,1,0,S,4.8503625,0.003326,1S.4F
4,3,F,1,0,S,5.8503625,0.002587,1S.4F
4,3,F,1,0,S,7.8503625,0.001768,1S.4F
4,3,F,1,0,S,9.8503625,0.001315,1S.4F
4,3,F,1,0,S,11.8503625,0.001046,1S.4F
4,3,F,1,0,S,13.8503625,0.0008912,1S.4F
4,3,F,1,0,S,15.8503625,0.0007824,1S.4F
4,3,F,1,0,S,19.8503625,0.0006853,1S.4F
4,3,F,1,0,S,23.8503625,0.0004934,1S.4F
4,3,F,1,0,S,27.8503625,0.000431,1S.4F
4,3,F,1,0,S,31.8503625,0.0003412,1S.4F
4,3,F,1,0,S,35.8503625,0.0002827,1S.4F
4,3,F,1,0,S,43.8503625,0.000201,1S.4F
4,3,F,1,0,S,51.8503625,0.0001498,1S.4F
4,3,F,1,0,S,59.8503625,0.0001163,1S.4F
4,3,F,1,0,S,67.8503625,9.356e-05,1S.4F
4,3,F,1,0,S,75.8503625,7.727e-05,1S.4F
4,3,F,1,0,S,91.8503625,5.139e-05,1S.4F
4,3,F,1,0,S,107.8503625,4.04e-05,1S.4F
4,3,F,1,0,S,123.8503625,3.139e-05,1S.4F
4,3,F,1,0,S,139.8503625,2.633e-05,1S.4F
4,3,F,1,0,S,155.8503625,2.251e-05,1S.4F
4,3,F,1,0,S,187.8503625,1.643e-05,1S.4F
4,3,F,1,0,S,219.8503625,1.384e-05,1S.4F
4,3,F,1,0,S,251.8503625,1.2e-05,1S.4F
4,3,F,1,0,S,283.8503625,1.058e-05,1S.4F
4,3,F,1,0,S,315.8503625,9.473e-06,1S.4F
4,3,F,1,0,S,379.8503625,7.846e-06,1S.4F
4,3,F,1,0,S,443.8503625,6.719e-06,1S.4F
4,3,F,1,0,S,507.8503625,5.861e-06,1S.4F
4,3,F,1,0,S,571.8503625,5.207e-06,1S.4F
4,3,F,1,0,S,635.8503625,4.681e-06,1S.4F
4,3,F,1,0,S,699.8503625,4.253e-06,1S.4F
4,3,F,1,0,S,763.8503625,3.898e-06,1S.4F
4,3,F,1,0,S,827.8503625,3.597e-06,1S.4F
4,3,F,1,0,S,891.8503625,3.339e-06,1S.4F
4,3,F,1,0,S,955.8503625,3.116e-06,1S.4F
4,1,P,1,0,S,6.88e-05,3439.0,1S.4P
4,1,P,1,0,S,0.0002286,1058.0,1S.4P
4,1,P,1,0,S,0.0007588,314.4,1S.4P
4,1,P,1,0,S,0.0025194,94.32,1S.4P
4,1,P,1,0,S,0.0083646,30.33,1S.4P
4,1,P,1,0,S,0.0277715,9.531,1S.4P
4,1,P,1,0,S,0.0922047,2.929,1S.4P
4,1,P,1,0,S,0.3063421,0.8934,1S.4P
4,1,P,1,0,S,0.3069334,0.7856,1S.4P
4,1,P,1,0,S,0.3091763,0.7437,1S.4P
4,1,P,1,0,S,0.3176851,0.8559,1S.4P
4,1,P,1,0,S,0.3499649,0.9109,1S.4P
4,1,P,1,0,S,0.4735375,0.5444,1S.4P
4,1,P,1,0,S,0.4774157,0.5504,1S.4P
4,1,P,1,0,S,0.4947967,0.5747,1S.4P
4,1,P,1,0,S,0.5727616,0.4,1S.4P
4,1,P,1,0,S,0.5730732,0.4762,1S.4P
4,1,P,1,0,S,0.5748038,0.4571,1S.4P
4,1,P,1,0,S,0.5795625,0.4755,1S.4P
4,1,P,1,0,S,0.5844133,0.4267,1S.4P
4,1,P,1,0,S,0.6378825,0.3975,1S.4P
4,1,P,1,0,S,0.6385891,0.4151,1S.4P
4,1,P,1,0,S,0.6438103,0.3888,1S.4P
4,1,P,1,0,S,0.7445625,0.3663,1S.4P
4,1,P,1,0,S,0.8445625,0.3449,1S.4P
4,1,P,1,0,S,0.9445625,0.2969,1S.4P
4,1,P,1,0,S,1.0503625,0.269,1S.4P
4,1,P,1,0,S,1.2503625,0.2447,1S.4P
4,1,P,1,0,S,1.4503625,0.2145,1S.4P
4,1,P,1,0,S,1.6503625,0.1955,1S.4P
4,1,P,1,0,S,1.8503625,0.1808,1S.4P
4,1,P,1,0,S,2.8503625,0.1345,1S.4P
4,1,P,1,0,S,3.8503625,0.1095,1S.4P
4,1,P,1,0,S,4.8503625,0.0977,1S.4P
4,1,P,1,0,S,5.8503625,0.08902,1S.4P
4,1,P,1,0,S,7.8503625,0.07949,1S.4P
4,1,P,1,0,S,9.8503625,0.07408,1S.4P
4,1,P,1,0,S,11.8503625,0.07089,1S.4P
4,1,P,1,0,S,13.8503625,0.06945,1S.4P
4,1,P,1,0,S,15.8503625,0.06828,1S.4P
4,1,P,1,0,S,19.8503625,0.06157,1S.4P
4,1,P,1,0,S,23.8503625,0.05952,1S.4P
4,1,P,1,0,S,27.8503625,0.05735,1S.4P
4,1,P,1,0,S,31.8503625,0.05577,1S.4P
4,1,P,1,0,S,35.8503625,0.05458,1S.4P
4,1,P,1,0,S,43.8503625,0.0523,1S.4P
4,1,P,1,0,S,51.8503625,0.04976,1S.4P
4,1,P,1,0,S,59.8503625,0.04765,1S.4P
4,1,P,1,0,S,67.8503625,0.04596,1S.4P
4,1,P,1,0,S,75.8503625,0.04444,1S.4P
4,1,P,1,0,S,91.8503625,0.04197,1S.4P
4,1,P,1,0,S,107.8503625,0.03928,1S.4P
4,1,P,1,0,S,123.8503625,0.03688,1S.4P
4,1,P,1,0,S,139.8503625,0.03469,1S.4P
4,1,P,1,0,S,155.8503625,0.03272,1S.4P
4,1,P,1,0,S,187.8503625,0.0305,1S.4P
4,1,P,1,0,S,219.8503625,0.02756,1S.4P
4,1,P,1,0,S,251.8503625,0.02515,1S.4P
4,1,P,1,0,S,283.8503625,0.02314,1S.4P
4,1,P,1,0,S,315.8503625,0.02145,1S.4P
4,1,P,1,0,S,379.8503625,0.01876,1S.4P
4,1,P,1,0,S,443.8503625,0.01671,1S.4P
4,1,P,1,0,S,507.8503625,0.0151,1S.4P
4,1,P,1,0,S,571.8503625,0.01379,1S.4P
4,1,P,1,0,S,635.8503625,0.0127,1S.4P
4,1,P,1,0,S,699.8503625,0.01178,1S.4P
4,1,P,1,0,S,763.8503625,0.011,1S.4P
4,1,P,1,0,S,827.8503625,0.01032,1S.4P
4,1,P,1,0,S,891.8503625,0.009729,1S.4P
4,1,P,1,0,S,955.8503625,0.009206,1S.4P
4,0,S,1,0,S,6.88e-05,4623.0,1S.4S
4,0,S,1,0,S,0.0002286,1136.0,1S.4S
4,0,S,1,0,S,0.0007588,350.6,1S.4S
4,0,S,1,0,S,0.0025194,141.1,1S.4S
4,0,S,1,0,S,0.0083646,44.26,1S.4S
4,0,S,1,0,S,0.0277715,12.06,1S.4S
4,0,S,1,0,S,0.0922047,3.96,1S.4S
4,0,S,1,0,S,0.3063421,2.642,1S.4S
4,0,S,1,0,S,0.3069334,1.809,1S.4S
4,0,S,1,0,S,0.3091763,0.8665,1S.4S
4,0,S,1,0,S,0.3176851,1.117,1S.4S
4,0,S,1,0,S,0.3499649,1.428,1S.4S
4,0,S,1,0,S,0.4735375,1.297,1S.4S
4,0,S,1,0,S,0.4774157,0.8285,1S.4S
4,0,S,1,0,S,0.4947967,0.9882,1S.4S
4,0,S,1,0,S,0.5727616,0.7752,1S.4S
4,0,S,1,0,S,0.5730732,0.8892,1S.4S
4,0,S,1,0,S,0.5748038,0.8661,1S.4S
4,0,S,1,0,S,0.5795625,0.8928,1S.4S
4,0,S,1,0,S,0.5844133,0.8844,1S.4S
4,0,S,1,0,S,0.6378825,0.6748,1S.4S
4,0,S,1,0,S,0.6385891,0.7292,1S.4S
4,0,S,1,0,S,0.6438103,0.7656,1S.4S
4,0,S,1,0,S,0.7445625,0.6508,1S.4S
4,0,S,1,0,S,0.8445625,0.6488,1S.4S
4,0,S,1,0,S,0.9445625,0.5912,1S.4S
4,0,S,1,0,S,1.0503625,0.5065,1S.4S
4,0,S,1,0,S,1.2503625,0.4407,1S.4S
4,0,S,1,0,S,1.4503625,0.3925,1S.4S
4,0,S,1,0,S,1.6503625,0.3438,1S.4S
4,0,S,1,0,S,1.8503625,0.3043,1S.4S
4,0,S,1,0,S,2.8503625,0.2083,1S.4S
4,0,S,1,0,S,3.8503625,0.1492,1S.4S
4,0,S,1,0,S,4.8503625,0.1158,1S.4S
4,0,S,1,0,S,5.8503625,0.09497,1S.4S
4,0,S,1,0,S,7.8503625,0.06625,1S.4S
4,0,S,1,0,S,9.8503625,0.05026,1S.4S
4,0,S,1,0,S,11.8503625,0.04018,1S.4S
4,0,S,1,0,S,13.8503625,0.03337,1S.4S
4,0,S,1,0,S,15.8503625,0.02855,1S.4S
4,0,S,1,0,S,19.8503625,0.0276,1S.4S
4,0,S,1,0,S,23.8503625,0.02528,1S.4S
4,0,S,1,0,S,27.8503625,0.02377,1S.4S
4,0,S,1,0,S,31.8503625,0.02216,1S.4S
4,0,S,1,0,S,35.8503625,0.02052,1S.4S
4,0,S,1,0,S,43.8503625,0.01869,1S.4S
4,0,S,1,0,S,51.8503625,0.01707,1S.4S
4,0,S,1,0,S,59.8503625,0.01581,1S.4S
4,0,S,1,0,S,67.8503625,0.01447,1S.4S
4,0,S,1,0,S,75.8503625,0.0133,1S.4S
4,0,S,1,0,S,91.8503625,0.01136,1S.4S
4,0,S,1,0,S,107.8503625,0.00999,1S.4S
4,0,S,1,0,S,123.8503625,0.008833,1S.4S
4,0,S,1,0,S,139.8503625,0.007983,1S.4S
4,0,S,1,0,S,155.8503625,0.007301,1S.4S
4,0,S,1,0,S,187.8503625,0.006184,1S.4S
4,0,S,1,0,S,219.8503625,0.005452,1S.4S
4,0,S,1,0,S,251.8503625,0.004877,1S.4S
4,0,S,1,0,S,283.8503625,0.004402,1S.4S
4,0,S,1,0,S,315.8503625,0.004006,1S.4S
4,0,S,1,0,S,379.8503625,0.0034,1S.4S
4,0,S,1,0,S,443.8503625,0.00295,1S.4S
4,0,S,1,0,S,507.8503625,0.002501,1S.4S
4,0,S,1,0,S,571.8503625,0.002252,1S.4S
4,0,S,1,0,S,635.8503625,0.002046,1S.4S
4,0,S,1,0,S,699.8503625,0.001875,1S.4S
4,0,S,1,0,S,763.8503625,0.001726,1S.4S
4,0,S,1,0,S,827.8503625,0.001599,1S.4S
4,0,S,1,0,S,891.8503625,0.001489,1S.4S
4,0,S,1,0,S,955.8503625,0.001393,1S.4S
5,2,D,1,0,S,0.0002116,136.9,1S.5D
5,2,D,1,0,S,0.0008029,57.37,1S.5D
5,2,D,1,0,S,0.0030458,22.57,1S.5D
5,2,D,1,0,S,0.0115546,5.245,1S.5D
5,2,D,1,0,S,0.0438344,1.126,1S.5D
5,2,D,1,0,S,0.167407,0.3294,1S.5D
5,2,D,1,0,S,0.1712852,0.3242,1S.5D
5,2,D,1,0,S,0.1886662,0.2407,1S.5D
5,2,D,1,0,S,0.2666311,0.2316,1S.5D
5,2,D,1,0,S,0.2669427,0.2086,1S.5D
5,2,D,1,0,S,0.2686733,0.2277,1S.5D
5,2,D,1,0,S,0.273432,0.2351,1S.5D
5,2,D,1,0,S,0.2782828,0.1801,1S.5D
5,2,D,1,0,S,0.331752,0.1421,1S.5D
5,2,D,1,0,S,0.3324586,0.1515,1S.5D
5,2,D,1,0,S,0.3376798,0.1723,1S.5D
5,2,D,1,0,S,0.438432,0.1106,1S.5D
5,2,D,1,0,S,0.538432,0.1109,1S.5D
5,2,D,1,0,S,0.638432,0.07576,1S.5D
5,2,D,1,0,S,0.744232,0.07469,1S.5D
5,2,D,1,0,S,0.944232,0.06099,1S.5D
5,2,D,1,0,S,1.144232,0.05164,1S.5D
5,2,D,1,0,S,1.344232,0.04534,1S.5D
5,2,D,1,0,S,1.544232,0.04072,1S.5D
5,2,D,1,0,S,2.544232,0.02764,1S.5D
5,2,D,1,0,S,3.544232,0.02218,1S.5D
5,2,D,1,0,S,4.544232,0.01915,1S.5D
5,2,D,1,0,S,5.544232,0.01719,1S.5D
5,2,D,1,0,S,7.544232,0.01372,1S.5D
5,2,D,1,0,S,9.544232,0.01186,1S.5D
5,2,D,1,0,S,11.544232,0.01029,1S.5D
5,2,D,1,0,S,13.544232,0.00888,1S.5D
5,2,D,1,0,S,15.544232,0.008047,1S.5D
5,2,D,1,0,S,19.544232,0.005381,1S.5D
5,2,D,1,0,S,23.544232,0.004798,1S.5D
5,2,D,1,0,S,27.544232,0.004549,1S.5D
5,2,D,1,0,S,31.544232,0.00422,1S.5D
5,2,D,1,0,S,35.544232,0.003921,1S.5D
5,2,D,1,0,S,43.544232,0.003334,1S.5D
5,2,D,1,0,S,51.544232,0.00291,1S.5D
5,2,D,1,0,S,59.544232,0.002593,1S.5D
5,2,D,1,0,S,67.544232,0.002319,1S.5D
5,2,D,1,0,S,75.544232,0.002085,1S.5D
5,2,D,1,0,S,91.544232,0.001679,1S.5D
5,2,D,1,0,S,107.544232,0.001423,1S.5D
5,2,D,1,0,S,123.544232,0.001231,1S.5D
5,2,D,1,0,S,139.544232,0.001079,1S.5D
5,2,D,1,0,S,155.544232,0.0009587,1S.5D
5,2,D,1,0,S,187.544232,0.0007527,1S.5D
5,2,D,1,0,S,219.544232,0.0006435,1S.5D
5,2,D,1,0,S,251.544232,0.0005611,1S.5D
5,2,D,1,0,S,283.544232,0.0004988,1S.5D
5,2,D,1,0,S,315.544232,0.0004491,1S.5D
5,2,D,1,0,S,379.544232,0.0003746,1S.5D
5,2,D,1,0,S,443.544232,0.0003204,1S.5D
5,2,D,1,0,S,507.544232,0.0002781,1S.5D
5,2,D,1,0,S,571.544232,0.0002474,1S.5D
5,2,D,1,0,S,635.544232,0.0002228,1S.5D
5,2,D,1,0,S,699.544232,0.0002029,1S.5D
5,2,D,1,0,S,763.544232,0.0001863,1S.5D
5,2,D,1,0,S,827.544232,0.0001721,1S.5D
5,2,D,1,0,S,891.544232,0.0001599,1S.5D
5,2,D,1,0,S,955.544232,0.0001494,1S.5D
5,3,F,1,0,S,0.0002116,154.6,1S.5F
5,3,F,1,0,S,0.0008029,56.74,1S.5F
5,3,F,1,0,S,0.0030458,8.159,1S.5F
5,3,F,1,0,S,0.0115546,2.49,1S.5F
5,3,F,1,0,S,0.0438344,0.9201,1S.5F
5,3,F,1,0,S,0.167407,0.1304,1S.5F
5,3,F,1,0,S,0.1712852,0.09454,1S.5F
5,3,F,1,0,S,0.1886662,0.1092,1S.5F
5,3,F,1,0,S,0.2666311,0.08137,1S.5F
5,3,F,1,0,S,0.2669427,0.05836,1S.5F
5,3,F,1,0,S,0.2686733,0.07775,1S.5F
5,3,F,1,0,S,0.273432,0.06221,1S.5F
5,3,F,1,0,S,0.2782828,0.05268,1S.5F
5,3,F,1,0,S,0.331752,0.05106,1S.5F
5,3,F,1,0,S,0.3324586,0.05094,1S.5F
5,3,F,1,0,S,0.3376798,0.05582,1S.5F
5,3,F,1,0,S,0.438432,0.03472,1S.5F
5,3,F,1,0,S,0.538432,0.0366,1S.5F
5,3,F,1,0,S,0.638432,0.02306,1S.5F
5,3,F,1,0,S,0.744232,0.01909,1S.5F
5,3,F,1,0,S,0.944232,0.01515,1S.5F
5,3,F,1,0,S,1.144232,0.01218,1S.5F
5,3,F,1,0,S,1.344232,0.01113,1S.5F
5,3,F,1,0,S,1.544232,0.01005,1S.5F
5,3,F,1,0,S,2.544232,0.006074,1S.5F
5,3,F,1,0,S,3.544232,0.004087,1S.5F
5,3,F,1,0,S,4.544232,0.003067,1S.5F
5,3,F,1,0,S,5.544232,0.002301,1S.5F
5,3,F,1,0,S,7.544232,0.001485,1S.5F
5,3,F,1,0,S,9.544232,0.001136,1S.5F
5,3,F,1,0,S,11.544232,0.0008723,1S.5F
5,3,F,1,0,S,13.544232,0.0006919,1S.5F
5,3,F,1,0,S,15.544232,0.000586,1S.5F
5,3,F,1,0,S,19.544232,0.000469,1S.5F
5,3,F,1,0,S,23.544232,0.0003744,1S.5F
5,3,F,1,0,S,27.544232,0.000315,1S.5F
5,3,F,1,0,S,31.544232,0.0002583,1S.5F
5,3,F,1,0,S,35.544232,0.0002231,1S.5F
5,3,F,1,0,S,43.544232,0.0001603,1S.5F
5,3,F,1,0,S,51.544232,0.0001206,1S.5F
5,3,F,1,0,S,59.544232,9.31e-05,1S.5F
5,3,F,1,0,S,67.544232,7.444e-05,1S.5F
5,3,F,1,0,S,75.544232,6.129e-05,1S.5F
5,3,F,1,0,S,91.544232,4.067e-05,1S.5F
5,3,F,1,0,S,107.544232,3.144e-05,1S.5F
5,3,F,1,0,S,123.544232,2.464e-05,1S.5F
5,3,F,1,0,S,139.544232,2.054e-05,1S.5F
5,3,F,1,0,S,155.544232,1.755e-05,1S.5F
5,3,F,1,0,S,187.544232,1.271e-05,1S.5F
5,3,F,1,0,S,219.544232,1.066e-05,1S.5F
5,3,F,1,0,S,251.544232,9.237e-06,1S.5F
5,3,F,1,0,S,283.544232,8.143e-06,1S.5F
5,3,F,1,0,S,315.544232,7.285e-06,1S.5F
5,3,F,1,0,S,379.544232,6.037e-06,1S.5F
5,3,F,1,0,S,443.544232,5.157e-06,1S.5F
5,3,F,1,0,S,507.544232,4.498e-06,1S.5F
5,3,F,1,0,S,571.544232,3.996e-06,1S.5F
5,3,F,1,0,S,635.544232,3.593e-06,1S.5F
5,3,F,1,0,S,699.544232,3.264e-06,1S.5F
5,3,F,1,0,S,763.544232,2.991e-06,1S.5F
5,3,F,1,0,S,827.544232,2.76e-06,1S.5F
5,3,F,1,0,S,891.544232,2.562e-06,1S.5F
5,3,F,1,0,S,955.544232,2.391e-06,1S.5F
5,4,G,1,0,S,0.0002116,149.3,1S.5G
5,4,G,1,0,S,0.0008029,21.87,1S.5G
5,4,G,1,0,S,0.0030458,4.853,1S.5G
5,4,G,1,0,S,0.0115546,0.8964,1S.5G
5,4,G,1,0,S,0.0438344,0.2298,1S.5G
5,4,G,1,0,S,0.167407,0.03788,1S.5G
5,4,G,1,0,S,0.1712852,0.02286,1S.5G
5,4,G,1,0,S,0.1886662,0.01926,1S.5G
5,4,G,1,0,S,0.2666311,0.01456,1S.5G
5,4,G,1,0,S,0.2669427,0.01891,1S.5G
5,4,G,1,0,S,0.2686733,0.01395,1S.5G
5,4,G,1,0,S,0.273432,0.009651,1S.5G
5,4,G,1,0,S,0.2782828,0.006973,1S.5G
5,4,G,1,0,S,0.331752,0.01192,1S.5G
5,4,G,1,0,S,0.3324586,0.008791,1S.5G
5,4,G,1,0,S,0.3376798,0.008478,1S.5G
5,4,G,1,0,S,0.438432,0.005515,1S.5G
5,4,G,1,0,S,0.538432,0.006261,1S.5G
5,4,G,1,0,S,0.638432,0.003363,1S.5G
5,4,G,1,0,S,0.744232,0.002655,1S.5G
5,4,G,1,0,S,0.944232,0.001488,1S.5G
5,4,G,1,0,S,1.144232,0.001146,1S.5G
5,4,G,1,0,S,1.344232,0.001041,1S.5G
5,4,G,1,0,S,1.544232,0.0007758,1S.5G
5,4,G,1,0,S,2.544232,0.0004083,1S.5G
5,4,G,1,0,S,3.544232,0.0002268,1S.5G
5,4,G,1,0,S,4.544232,0.0001494,1S.5G
5,4,G,1,0,S,5.544232,9.888e-05,1S.5G
5,4,G,1,0,S,7.544232,5.993e-05,1S.5G
5,4,G,1,0,S,9.544232,3.702e-05,1S.5G
5,4,G,1,0,S,11.544232,3.035e-05,1S.5G
5,4,G,1,0,S,13.544232,2.674e-05,1S.5G
5,4,G,1,0,S,15.544232,2.24e-05,1S.5G
5,4,G,1,0,S,19.544232,3.688e-05,1S.5G
5,4,G,1,0,S,23.544232,1.948e-05,1S.5G
5,4,G,1,0,S,27.544232,1.03e-05,1S.5G
5,4,G,1,0,S,31.544232,5.837e-06,1S.5G
5,4,G,1,0,S,35.544232,4.349e-06,1S.5G
5,4,G,1,0,S,43.544232,2.343e-06,1S.5G
5,4,G,1,0,S,51.544232,1.429e-06,1S.5G
5,4,G,1,0,S,59.544232,9.551e-07,1S.5G
5,4,G,1,0,S,67.544232,6.91e-07,1S.5G
5,4,G,1,0,S,75.544232,5.165e-07,1S.5G
5,4,G,1,0,S,91.544232,2.73e-07,1S.5G
5,4,G,1,0,S,107.544232,2.095e-07,1S.5G
5,4,G,1,0,S,123.544232,1.523e-07,1S.5G
5,4,G,1,0,S,139.544232,1.198e-07,1S.5G
5,4,G,1,0,S,155.544232,9.981e-08,1S.5G
5,4,G,1,0,S,187.544232,7.173e-08,1S.5G
5,4,G,1,0,S,219.544232,6.29e-08,1S.5G
5,4,G,1,0,S,251.544232,5.2e-08,1S.5G
5,4,G,1,0,S,283.544232,4.588e-08,1S.5G
5,4,G,1,0,S,315.544232,4.097e-08,1S.5G
5,4,G,1,0,S,379.544232,3.553e-08,1S.5G
5,4,G,1,0,S,443.544232,2.876e-08,1S.5G
5,4,G,1,0,S,507.544232,2.502e-08,1S.5G
5,4,G,1,0,S,571.544232,2.213e-08,1S.5G
5,4,G,1,0,S,635.544232,2.025e-08,1S.5G
5,4,G,1,0,S,699.544232,1.824e-08,1S.5G
5,4,G,1,0,S,763.544232,1.675e-08,1S.5G
5,4,G,1,0,S,827.544232,1.54e-08,1S.5G
5,4,G,1,0,S,891.544232,1.425e-08,1S.5G
5,4,G,1,0,S,955.544232,1.33e-08,1S.5G
5,1,P,1,0,S,0.0002116,222.2,1S.5P
5,1,P,1,0,S,0.0008029,100.5,1S.5P
5,1,P,1,0,S,0.0030458,25.66,1S.5P
5,1,P,1,0,S,0.0115546,8.598,1S.5P
5,1,P,1,0,S,0.0438344,2.415,1S.5P
5,1,P,1,0,S,0.167407,0.6334,1S.5P
5,1,P,1,0,S,0.1712852,0.8918,1S.5P
5,1,P,1,0,S,0.1886662,0.4613,1S.5P
5,1,P,1,0,S,0.2666311,0.5644,1S.5P
5,1,P,1,0,S,0.2669427,0.4442,1S.5P
5,1,P,1,0,S,0.2686733,0.572,1S.5P
5,1,P,1,0,S,0.273432,0.4838,1S.5P
5,1,P,1,0,S,0.2782828,0.3062,1S.5P
5,1,P,1,0,S,0.331752,0.3552,1S.5P
5,1,P,1,0,S,0.3324586,0.378,1S.5P
5,1,P,1,0,S,0.3376798,0.3519,1S.5P
5,1,P,1,0,S,0.438432,0.2508,1S.5P
5,1,P,1,0,S,0.538432,0.2432,1S.5P
5,1,P,1,0,S,0.638432,0.18,1S.5P
5,1,P,1,0,S,0.744232,0.1719,1S.5P
5,1,P,1,0,S,0.944232,0.143,1S.5P
5,1,P,1,0,S,1.144232,0.1196,1S.5P
5,1,P,1,0,S,1.344232,0.111,1S.5P
5,1,P,1,0,S,1.544232,0.1003,1S.5P
5,1,P,1,0,S,2.544232,0.07092,1S.5P
5,1,P,1,0,S,3.544232,0.05591,1S.5P
5,1,P,1,0,S,4.544232,0.04746,1S.5P
5,1,P,1,0,S,5.544232,0.04221,1S.5P
5,1,P,1,0,S,7.544232,0.03668,1S.5P
5,1,P,1,0,S,9.544232,0.03429,1S.5P
5,1,P,1,0,S,11.544232,0.03272,1S.5P
5,1,P,1,0,S,13.544232,0.03172,1S.5P
5,1,P,1,0,S,15.544232,0.03142,1S.5P
5,1,P,1,0,S,19.544232,0.02847,1S.5P
5,1,P,1,0,S,23.544232,0.0276,1S.5P
5,1,P,1,0,S,27.544232,0.02681,1S.5P
5,1,P,1,0,S,31.544232,0.02605,1S.5P
5,1,P,1,0,S,35.544232,0.02546,1S.5P
5,1,P,1,0,S,43.544232,0.02448,1S.5P
5,1,P,1,0,S,51.544232,0.02338,1S.5P
5,1,P,1,0,S,59.544232,0.02236,1S.5P
5,1,P,1,0,S,67.544232,0.02156,1S.5P
5,1,P,1,0,S,75.544232,0.02087,1S.5P
5,1,P,1,0,S,91.544232,0.01976,1S.5P
5,1,P,1,0,S,107.544232,0.01851,1S.5P
5,1,P,1,0,S,123.544232,0.0174,1S.5P
5,1,P,1,0,S,139.544232,0.01639,1S.5P
5,1,P,1,0,S,155.544232,0.01545,1S.5P
5,1,P,1,0,S,187.544232,0.01443,1S.5P
5,1,P,1,0,S,219.544232,0.01303,1S.5P
5,1,P,1,0,S,251.544232,0.0119,1S.5P
5,1,P,1,0,S,283.544232,0.01095,1S.5P
5,1,P,1,0,S,315.544232,0.01015,1S.5P
5,1,P,1,0,S,379.544232,0.008873,1S.5P
5,1,P,1,0,S,443.544232,0.007903,1S.5P
5,1,P,1,0,S,507.544232,0.007141,1S.5P
5,1,P,1,0,S,571.544232,0.006519,1S.5P
5,1,P,1,0,S,635.544232,0.006004,1S.5P
5,1,P,1,0,S,699.544232,0.005569,1S.5P
5,1,P,1,0,S,763.544232,0.005198,1S.5P
5,1,P,1,0,S,827.544232,0.004877,1S.5P
5,1,P,1,0,S,891.544232,0.004597,1S.5P
5,1,P,1,0,S,955.544232,0.00435,1S.5P
5,0,S,1,0,S,0.0002116,240.4,1S.5S
5,0,S,1,0,S,0.0008029,79.53,1S.5S
5,0,S,1,0,S,0.0030458,55.23,1S.5S
5,0,S,1,0,S,0.0115546,13.53,1S.5S
5,0,S,1,0,S,0.0438344,3.099,1S.5S
5,0,S,1,0,S,0.167407,0.8597,1S.5S
5,0,S,1,0,S,0.1712852,1.218,1S.5S
5,0,S,1,0,S,0.1886662,0.599,1S.5S
5,0,S,1,0,S,0.2666311,0.8187,1S.5S
5,0,S,1,0,S,0.2669427,0.9189,1S.5S
5,0,S,1,0,S,0.2686733,0.7605,1S.5S
5,0,S,1,0,S,0.273432,0.6349,1S.5S
5,0,S,1,0,S,0.2782828,0.6772,1S.5S
5,0,S,1,0,S,0.331752,0.5297,1S.5S
