nu,lu,nl,ll,A_s-1,f_abs,R2_au2,Z,M_au,source
10,1,7,2,12121.0,0.0083575,6.0224,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,7,3,5877.1,0.0048242,3.2445,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,7,4,2622.5,0.002344,1.5202,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,4,7,5,945.42,0.00088893,0.56368,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,5,7,6,210.58,0.00020477,0.12788,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,8,0,17346.0,0.20474,109.2,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,8,1,28144.0,0.18455,147.64,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,8,2,39405.0,0.21706,192.94,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,4,8,3,51407.0,0.26005,242.72,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,5,8,4,63037.0,0.30314,291.01,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,6,8,5,71571.0,0.3328,325.4,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,7,8,6,71659.0,0.32532,322.22,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,8,8,7,53526.0,0.23868,238.68,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,0,8,1,25598.0,0.033572,53.715,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,8,2,11222.0,0.026493,35.324,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,8,3,6260.8,0.017595,21.896,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,8,4,3403.5,0.010415,12.499,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,4,8,5,1666.8,0.0053657,6.2958,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,5,8,6,665.8,0.0022166,2.5614,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,6,8,7,168.88,0.00057586,0.65813,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,9,0,12920.0,0.877,1121.6,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,9,1,20155.0,0.76004,1458.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,9,2,27744.0,0.87883,1873.3,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,4,9,3,36617.0,1.0652,2384.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,5,9,4,47293.0,1.3078,3010.8,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,6,9,5,60261.0,1.6113,3778.2,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,7,9,6,76062.0,1.9857,4716.4,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,8,9,7,95331.0,2.4445,5862.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,9,9,8,118830.0,3.005,7259.5,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,0,9,1,21860.0,0.16486,632.55,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,9,2,10581.0,0.14365,459.29,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,9,3,6693.8,0.10818,322.83,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,9,4,4284.9,0.075404,216.99,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,4,9,5,2624.0,0.048576,136.68,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,5,9,6,1466.7,0.028079,77.809,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,6,9,7,689.8,0.013526,37.07,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,7,9,8,217.95,0.0043511,11.825,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,1,0,3161600.0,0.0012005,0.0036316,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,2,0,461900.0,0.0029521,0.036636,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,2,1,764300.0,0.0027138,0.050518,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,0,2,1,116440.0,8.2685e-05,0.0030784,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,3,0,155330.0,0.0054844,0.15998,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,3,1,282560.0,0.0055426,0.24252,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,3,2,261660.0,0.0043114,0.2096,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,0,3,1,77840.0,0.00030538,0.026724,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,3,2,10823.0,7.6429e-05,0.0055735,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,4,0,72964.0,0.0092641,0.51244,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,4,1,132250.0,0.0093287,0.77402,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,4,2,160950.0,0.0095368,0.8792,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,4,3,109910.0,0.005981,0.57896,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,0,4,1,52498.0,0.00074062,0.1229,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,4,2,11912.0,0.00030248,0.041829,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,4,3,2173.6,6.5709e-05,0.0084808,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,5,0,41099.0,0.015241,1.4407,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,5,1,72855.0,0.015009,2.1282,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,5,2,96911.0,0.016771,2.6422,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,5,3,95549.0,0.015185,2.5121,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,5,5,4,54741.0,0.0082701,1.4072,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,0,5,1,37485.0,0.0015445,0.438,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,5,2,10900.0,0.00080837,0.19104,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,5,3,3305.6,0.00029186,0.064376,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,5,4,629.19,6.049e-05,0.012866,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,6,0,25977.0,0.025479,3.9172,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,6,1,44836.0,0.024432,5.6343,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,6,2,61686.0,0.028235,7.2348,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,6,3,70329.0,0.029564,7.954,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,5,6,4,61699.0,0.024655,6.8229,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,6,6,5,32430.0,0.012531,3.5319,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,0,6,1,28234.0,0.003077,1.4192,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,6,2,9639.9,0.001891,0.72683,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,6,3,3797.0,0.00088672,0.31809,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,6,4,1226.5,0.00031189,0.10789,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,6,5,240.02,6.4206e-05,0.021716,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,7,0,17799.0,0.045077,11.136,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,7,1,29875.0,0.042034,15.576,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,7,2,41535.0,0.049089,20.212,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,7,3,50835.0,0.055176,23.854,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,5,7,4,53601.0,0.055305,24.593,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,6,7,5,44923.0,0.044819,20.299,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,7,7,6,23488.0,0.022878,10.496,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,0,7,1,22281.0,0.0062697,4.6466,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,7,2,8564.7,0.0043381,2.6792,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,7,3,4008.0,0.0024168,1.3931,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,7,4,1707.4,0.0011211,0.62315,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,7,5,578.95,0.00039988,0.21733,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,5,7,6,118.64,8.4748e-05,0.045362,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,8,0,12956.0,0.089312,36.402,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,8,1,21127.0,0.08091,49.466,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,8,2,29317.0,0.094314,64.067,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,8,3,37216.0,0.10995,78.423,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,5,8,4,43274.0,0.12153,89.163,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,6,8,5,44837.0,0.12176,90.983,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,7,8,6,38502.0,0.10208,77.27,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,8,8,7,21979.0,0.057237,43.741,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,0,8,1,18331.0,0.014041,17.168,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,8,2,7757.5,0.010695,10.898,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,8,3,4135.4,0.0067875,6.455,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,8,4,2122.0,0.0037925,3.4779,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,8,5,965.2,0.0018146,1.6271,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,5,8,6,349.93,0.00068038,0.60084,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,6,8,7,77.77,0.00015488,0.13527,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,9,0,9871.7,0.22135,162.71,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,9,1,15604.0,0.19438,214.32,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,9,2,21430.0,0.22424,274.72,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,9,3,27662.0,0.26582,341.95,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,5,9,4,34010.0,0.31069,411.08,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,6,9,5,39657.0,0.3503,472.07,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,7,9,6,43010.0,0.37092,506.35,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,8,9,7,41240.0,0.34933,481.47,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,9,9,8,29546.0,0.24681,342.69,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,0,9,1,15664.0,0.039025,86.058,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,9,2,7217.0,0.032364,59.476,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,9,3,4292.7,0.022917,39.307,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,9,4,2546.7,0.014805,24.486,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,9,5,1419.3,0.0086792,14.036,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,5,9,6,704.08,0.0044528,7.0917,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,6,9,7,283.21,0.0018345,2.8896,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,7,9,8,72.053,0.00047518,0.74224,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,10,0,7628.6,0.94588,1635.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,10,1,11625.0,0.80079,2076.3,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,10,2,15660.0,0.90613,2610.5,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,10,3,20251.0,1.0761,3255.3,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,5,10,4,25652.0,1.2958,4031.8,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,6,10,5,32076.0,1.5668,4965.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,7,10,6,39750.0,1.8957,6085.5,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,8,10,7,48931.0,2.292,7428.6,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,9,10,8,59920.0,2.7679,9037.3,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,10,10,9,73069.0,3.3379,10963.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,0,10,1,13637.0,0.18787,974.25,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,1,10,2,6830.8,0.16939,732.02,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,2,10,3,4505.2,0.133,536.45,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,3,10,4,3042.0,0.097789,380.33,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,4,10,5,2003.6,0.067754,257.66,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,5,10,6,1248.1,0.043648,163.47,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,6,10,7,705.96,0.025287,93.667,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,7,10,8,335.05,0.012219,44.882,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
11,8,10,9,106.62,0.0039428,14.388,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,1,0,2433100.0,0.00092144,0.0027836,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,2,0,355640.0,0.0022483,0.027751,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,2,1,585280.0,0.0020556,0.038058,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,0,2,1,89531.0,6.289e-05,0.0023287,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,3,0,119620.0,0.0041172,0.11857,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,3,1,216500.0,0.0041399,0.17884,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,3,2,197940.0,0.0031794,0.15261,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,0,3,1,59722.0,0.0002284,0.019734,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,3,2,8247.7,5.6776e-05,0.0040879,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,4,0,56174.0,0.0067974,0.36706,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,4,1,101370.0,0.006815,0.55201,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,4,2,121850.0,0.0068811,0.6193,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,4,3,81236.0,0.0042129,0.39812,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,0,4,1,40148.0,0.0005398,0.087448,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,4,2,9026.2,0.00021845,0.02949,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,4,3,1624.7,4.681e-05,0.005898,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,5,0,31616.0,0.010806,0.98076,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,5,1,55855.0,0.010606,1.4439,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,5,2,73425.0,0.011712,1.7715,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,5,3,70694.0,0.010356,1.6447,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,5,4,38885.0,0.0054148,0.88457,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,0,5,1,28539.0,0.0010839,0.2951,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,5,2,8199.5,0.00056052,0.12718,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,5,3,2444.9,0.00019897,0.042135,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,5,4,454.46,4.0272e-05,0.0082237,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,6,0,19954.0,0.01717,2.4725,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,6,1,34371.0,0.016431,3.5491,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,6,2,46773.0,0.018782,4.5077,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,6,3,52105.0,0.019215,4.8422,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,6,4,43900.0,0.01539,3.989,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,6,6,5,21612.0,0.007326,1.9341,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,0,6,1,21367.0,0.0020429,0.88251,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,6,2,7184.8,0.0012365,0.44513,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,6,3,2771.5,0.00056783,0.19079,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,6,4,870.46,0.00019419,0.062918,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,6,5,163.96,3.8477e-05,0.01219,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,7,0,13641.0,0.028104,6.2622,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,7,1,22893.0,0.026204,8.7582,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,7,2,31525.0,0.030311,11.256,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,7,3,37734.0,0.033319,12.992,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,7,4,38232.0,0.032091,12.871,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,6,7,5,30022.0,0.024367,9.9541,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,7,7,6,14158.0,0.011219,4.6425,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,0,7,1,16725.0,0.0038288,2.5594,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,7,2,6306.2,0.0025985,1.4475,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,7,3,2876.4,0.001411,0.73361,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,7,4,1185.1,0.000633,0.31735,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,7,5,384.51,0.00021606,0.10591,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,7,6,74.266,4.3157e-05,0.020835,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,8,0,9900.9,0.049073,16.96,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,8,1,16188.0,0.044574,23.107,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,8,2,22295.0,0.051569,29.704,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,8,3,27720.0,0.058882,35.612,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,8,4,31004.0,0.062606,38.946,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,6,8,5,30119.0,0.058807,37.26,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,7,8,6,23337.0,0.044487,28.553,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,8,8,7,11296.0,0.021151,13.706,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,0,8,1,13613.0,0.0074969,7.7728,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,8,2,5621.0,0.005572,4.8142,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,8,3,2902.7,0.0034254,2.7622,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,8,4,1430.4,0.0018381,1.4293,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,8,5,617.85,0.00083517,0.635,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,8,6,209.4,0.00029274,0.2192,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,6,8,7,42.516,6.0877e-05,0.045084,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,9,0,7534.4,0.096454,53.574,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,9,1,11992.0,0.085289,71.058,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,9,2,16401.0,0.097982,90.703,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,9,3,20789.0,0.11406,110.86,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,9,4,24633.0,0.12847,128.44,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,6,9,5,26966.0,0.136,138.48,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,7,9,6,26413.0,0.13005,134.15,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,8,9,7,21486.0,0.10391,108.22,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,9,9,8,11631.0,0.055474,58.201,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,0,9,1,11483.0,0.016334,27.217,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,9,2,5123.6,0.013118,18.216,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,9,3,2926.6,0.0089205,11.561,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,9,4,1651.1,0.0054802,6.8487,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,9,5,864.37,0.0030179,3.6877,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,9,6,396.16,0.0014305,1.7215,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,6,9,7,143.77,0.00053171,0.63284,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,7,9,8,31.831,0.00011985,0.14146,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,10,0,5948.7,0.23796,233.63,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,10,1,9198.4,0.20442,301.05,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,10,2,12418.0,0.23181,379.33,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,10,3,15849.0,0.27172,466.86,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,10,4,19425.0,0.31658,559.48,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,6,10,5,22874.0,0.36045,648.82,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,7,10,6,25657.0,0.39474,719.75,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,8,10,7,26834.0,0.40551,746.5,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,9,10,8,24851.0,0.37034,686.81,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,10,10,9,17212.0,0.25367,473.21,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,0,10,1,10012.0,0.044502,131.08,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,10,2,4796.9,0.038377,94.197,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,10,3,2995.5,0.02853,65.359,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,10,4,1893.1,0.019633,43.371,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,10,5,1150.8,0.012554,27.118,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,10,6,649.59,0.0073291,15.591,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,6,10,7,324.65,0.0037517,7.8932,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,7,10,8,131.13,0.0015427,3.2187,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,8,10,9,33.412,0.00039862,0.82623,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,1,11,0,4735.6,1.015,2306.8,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,11,1,7077.0,0.84271,2872.9,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,11,2,9362.0,0.93643,3547.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,11,3,11901.0,1.0932,4348.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,11,4,14831.0,1.2951,5297.9,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,6,11,5,18254.0,1.5413,6422.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,7,11,6,22277.0,1.8365,7751.2,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,8,11,7,27013.0,2.1873,9320.7,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,9,11,8,32592.0,2.6025,11172.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,10,11,9,39165.0,3.0928,13355.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,11,11,10,46910.0,3.6707,15927.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,0,11,1,8858.0,0.21096,1438.3,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
