nu,lu,nl,ll,A_s-1,f_abs,R2_au2,Z,M_au,source
14,7,11,8,84.903,0.00093254,1.8799,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,8,11,9,30.714,0.00034208,0.68509,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,9,11,10,6.7408,7.5919e-05,0.15124,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,1,12,0,2465.0,0.27121,441.62,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,2,12,1,3680.5,0.22497,549.48,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,3,12,2,4828.6,0.24793,672.83,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,4,12,3,6033.0,0.28448,810.62,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,5,12,4,7305.1,0.32745,959.74,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,6,12,5,8609.8,0.37318,1114.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,7,12,6,9866.7,0.41753,1262.6,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,8,12,7,10935.0,0.45452,1387.7,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,9,12,8,11589.0,0.47503,1461.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,10,12,9,11481.0,0.46539,1439.8,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,11,12,10,10088.0,0.40521,1259.6,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,12,12,11,6636.8,0.26457,825.71,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,0,12,1,4540.1,0.055503,271.13,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,1,12,2,2303.9,0.050698,206.38,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,2,12,3,1542.0,0.040394,153.47,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,3,12,4,1061.8,0.030288,110.97,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,4,12,5,720.71,0.021626,77.471,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,5,12,6,472.25,0.014655,51.703,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,6,12,7,292.89,0.0093097,32.484,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,7,12,8,167.39,0.0054168,18.743,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,8,12,9,84.294,0.002766,9.5084,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,9,12,10,34.181,0.0011342,3.8784,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,10,12,11,8.718,0.00029193,0.99392,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,1,13,0,2052.8,1.1539,4246.9,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,2,13,1,2974.8,0.92897,5128.6,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,3,13,2,3823.8,1.003,6152.8,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,4,13,3,4730.5,1.1396,7339.9,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,5,13,4,5743.6,1.3153,8713.7,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,6,13,5,6894.6,1.5267,10302.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,7,13,6,8211.5,1.7753,12134.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,8,13,7,9722.9,2.0647,14248.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,9,13,8,11460.0,2.3998,16683.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,10,13,9,13457.0,2.7868,19488.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,11,13,10,15754.0,3.2328,22715.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,12,13,11,18394.0,3.7462,26426.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,13,13,12,21431.0,4.3367,30694.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,0,13,1,4119.8,0.25731,2841.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,1,13,2,2211.6,0.24863,2287.7,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,2,13,3,1581.5,0.21166,1817.6,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,3,13,4,1177.2,0.17156,1420.7,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,4,13,5,876.47,0.13436,1087.9,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,5,13,6,641.94,0.10178,811.59,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,6,13,7,456.79,0.074177,585.01,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,7,13,8,311.24,0.051456,402.43,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,8,13,9,198.78,0.033325,258.93,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,9,13,10,114.68,0.019441,150.26,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,10,13,11,55.31,0.0094622,72.816,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
14,11,13,12,17.837,0.0030748,23.576,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,1,0,1243600.0,0.00046862,0.0014121,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,2,0,181940.0,0.0011269,0.013768,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,2,1,296380.0,0.0010199,0.01869,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,2,1,45689.0,3.1444e-05,0.0011525,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,3,0,61214.0,0.0020093,0.056513,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,3,1,109750.0,0.0020014,0.084432,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,3,2,97989.0,0.001501,0.07036,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,3,1,30350.0,0.00011069,0.0093398,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,3,2,4138.3,2.7168e-05,0.0019102,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,4,0,28730.0,0.0031835,0.16451,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,4,1,51422.0,0.0031655,0.24537,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,4,2,60399.0,0.0031233,0.26899,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,4,3,38532.0,0.0018298,0.16547,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,4,1,20280.0,0.00024969,0.038708,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,4,2,4481.7,9.9323e-05,0.012831,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,4,3,786.44,2.0749e-05,0.0025017,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,5,0,16142.0,0.0047688,0.40237,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,5,1,28333.0,0.0046502,0.58854,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,5,2,36433.0,0.0050228,0.70633,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,5,3,33586.0,0.0042524,0.62789,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,5,4,17175.0,0.0020671,0.31394,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,5,1,14298.0,0.00046931,0.1188,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,5,2,4017.8,0.00023739,0.050075,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,5,3,1161.1,8.1668e-05,0.016078,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,5,4,206.62,1.5825e-05,0.0030043,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,6,0,10157.0,0.0069671,0.89578,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,6,1,17422.0,0.0066396,1.2805,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,6,2,23228.0,0.0074356,1.5933,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,6,3,24798.0,0.0072903,1.6403,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,6,4,19434.0,0.0054311,1.2569,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,6,5,8542.3,0.0023084,0.54412,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,6,1,10588.0,0.00080704,0.31129,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,6,2,3462.7,0.00047507,0.1527,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,6,3,1285.9,0.00021002,0.063007,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,6,4,383.79,6.8256e-05,0.019745,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,6,5,67.478,1.2624e-05,0.0035708,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,7,0,6910.4,0.010127,1.9032,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,7,1,11585.0,0.0094323,2.6589,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,7,2,15663.0,0.010712,3.355,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,7,3,17993.0,0.011301,3.7165,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,7,4,16973.0,0.010134,3.4279,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,7,5,11906.0,0.0068738,2.3682,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,7,6,4735.4,0.0026692,0.93156,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,7,1,8170.7,0.0013305,0.7501,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,7,2,2976.4,0.00087241,0.40987,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,7,3,1296.8,0.00045251,0.19842,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,7,4,503.32,0.00019124,0.080862,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,7,5,151.04,6.0368e-05,0.024958,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,7,6,26.297,1.087e-05,0.0044259,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,8,0,4981.8,0.014884,3.9937,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,8,1,8169.3,0.01356,5.4575,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,8,2,11080.0,0.015448,6.9086,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,8,3,13250.0,0.016965,7.9664,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,8,4,13818.0,0.016819,8.1233,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,8,5,12003.0,0.014127,6.9494,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,8,6,7848.0,0.0090182,4.4939,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,8,7,2949.4,0.0033289,1.6748,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,8,1,6527.2,0.0021668,1.7442,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,8,2,2583.1,0.0015435,1.0354,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,8,3,1262.4,0.00089798,0.56221,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,8,4,579.94,0.00044921,0.2712,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,8,5,229.06,0.00018664,0.11018,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,8,6,69.156,5.8276e-05,0.03388,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,8,7,12.059,1.0408e-05,0.0059845,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,9,0,3757.1,0.022476,8.534,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,9,1,6031.3,0.020045,11.416,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,9,2,8158.1,0.022775,14.413,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,9,3,9978.0,0.025582,16.998,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,9,4,11050.0,0.026931,18.406,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,9,5,10834.0,0.025533,17.773,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,9,6,8964.8,0.020627,14.545,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,9,7,5665.8,0.012805,9.1158,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,9,9,8,2096.7,0.004673,3.3514,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,9,1,5372.7,0.0035712,4.0679,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,9,2,2274.4,0.0027212,2.583,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,9,3,1215.1,0.0017308,1.5333,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,9,4,630.74,0.00097826,0.83572,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,9,5,297.62,0.00048558,0.40561,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,9,6,119.66,0.00020191,0.1661,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,9,7,36.708,6.344e-05,0.051615,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,9,8,6.5168,1.1466e-05,0.0092515,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,10,0,2939.7,0.035572,19.209,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,10,1,4622.0,0.031071,25.168,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,10,2,6211.6,0.035076,31.569,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,10,3,7689.4,0.039877,37.684,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,10,4,8842.6,0.043593,42.372,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,10,5,9353.2,0.044586,44.14,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,10,6,8880.9,0.041332,41.45,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,10,7,7226.4,0.033034,33.447,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,9,10,8,4578.7,0.020641,21.054,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,10,10,9,1744.2,0.007776,7.9782,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,10,1,4542.7,0.0061077,9.8945,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,10,2,2036.7,0.004929,6.6542,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,10,3,1171.0,0.0033738,4.251,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,10,4,668.96,0.0020987,2.5499,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,10,5,359.47,0.0011863,1.4093,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,10,6,174.32,0.00059495,0.69609,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,10,7,72.025,0.00025178,0.29134,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,10,8,22.796,8.113e-05,0.093097,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,10,9,4.2083,1.5188e-05,0.017314,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,11,0,2373.2,0.06074,47.701,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,11,1,3654.6,0.051963,61.213,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,11,2,4866.4,0.058122,76.076,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,11,3,6054.7,0.066412,91.273,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,11,4,7130.9,0.074353,105.11,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,11,5,7928.9,0.079942,115.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,11,6,8226.6,0.08098,118.11,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,11,7,7785.0,0.075271,110.84,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,9,11,8,6440.1,0.061405,91.09,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,10,11,9,4261.9,0.040186,59.963,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,11,11,10,1763.9,0.016482,24.711,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,11,1,3939.4,0.011202,26.393,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,11,2,1858.8,0.0095145,18.68,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,11,3,1138.9,0.0069401,12.717,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,11,4,704.8,0.0046766,8.2636,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,11,5,419.91,0.002931,5.064,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,11,6,233.89,0.0016884,2.8729,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,11,7,117.72,0.00087036,1.4647,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,11,8,50.751,0.00038203,0.63755,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,11,9,16.917,0.00012913,0.21409,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,9,11,10,3.3369,2.5756e-05,0.042477,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,12,0,1969.2,0.11767,141.21,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,12,1,2967.8,0.098524,177.34,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,12,2,3905.5,0.10891,217.82,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,12,3,4858.0,0.12441,261.27,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,12,4,5803.7,0.14129,305.19,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,12,5,6673.0,0.15708,345.59,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,12,6,7352.1,0.16897,376.57,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,12,7,7683.0,0.17344,390.24,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,9,12,8,7473.9,0.16638,377.14,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,10,12,9,6532.3,0.14381,327.89,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,11,12,10,4753.1,0.10369,237.55,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,12,12,11,2304.5,0.049895,114.76,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,12,1,3501.9,0.023251,83.704,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,12,2,1733.0,0.020711,62.133,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,12,3,1125.1,0.016008,44.822,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,12,4,747.32,0.011578,31.26,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,12,5,486.09,0.0079219,20.914,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,12,6,302.81,0.0051035,13.269,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,12,7,176.76,0.0030514,7.8465,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,12,8,93.843,0.0016493,4.2057,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,12,9,43.124,0.00076855,1.947,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,9,12,10,15.561,0.00028043,0.70667,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,10,12,11,3.4005,6.1844e-05,0.15517,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,13,0,1671.6,0.28785,586.37,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,13,1,2460.9,0.23542,719.33,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,13,2,3190.3,0.25636,870.38,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,13,3,3948.0,0.29136,1038.6,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,13,4,4748.3,0.33311,1221.4,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,13,5,5578.8,0.37844,1413.3,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,13,6,6405.2,0.42421,1604.8,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,13,7,7166.7,0.46621,1780.7,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,9,13,8,7766.3,0.49822,1917.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,10,13,9,8055.6,0.51105,1978.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,11,13,10,7815.9,0.49135,1910.8,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,12,13,11,6729.0,0.41982,1639.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,13,13,12,4339.3,0.26899,1053.8,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,13,1,3189.3,0.06102,372.9,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,13,2,1654.1,0.056968,290.11,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,13,3,1135.7,0.046565,221.33,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,13,4,806.34,0.035998,164.99,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,13,5,568.17,0.026683,119.58,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,13,6,390.34,0.018958,83.674,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,13,7,257.67,0.012818,55.951,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,13,8,160.59,0.0081333,35.207,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,13,9,92.076,0.0047287,20.336,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,9,13,10,46.458,0.0024127,10.321,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,10,13,11,18.856,0.00098819,4.209,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,11,13,12,4.8087,0.00025393,1.0777,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,14,0,1416.7,1.2235,5581.9,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,14,1,2027.8,0.97297,6658.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,14,2,2576.5,1.0384,7895.7,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,14,3,3152.7,1.1669,9316.3,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,14,4,3787.8,1.3328,10944.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,14,5,4500.9,1.5313,12808.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,14,6,5308.0,1.7632,14939.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,14,7,6224.8,2.031,17373.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,9,14,8,7268.0,2.3385,20152.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,10,14,9,8455.9,2.6906,23322.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,11,14,10,9808.7,3.0927,26936.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,12,14,11,11349.0,3.5515,31054.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,13,14,12,13104.0,4.0744,35745.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,14,14,13,15102.0,4.6698,41086.0,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,0,14,1,2923.5,0.28055,3839.6,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,1,14,2,1594.9,0.2755,3142.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,2,14,3,1161.5,0.23885,2542.5,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,3,14,4,883.06,0.19773,2029.6,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,4,14,5,674.02,0.15876,1593.4,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,5,14,6,508.88,0.12396,1225.3,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,6,14,7,376.22,0.093868,917.64,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,7,14,8,269.59,0.068481,663.88,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,8,14,9,184.72,0.047581,458.26,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,9,14,10,118.53,0.030873,295.77,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,10,14,11,68.649,0.018045,172.12,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,11,14,12,33.221,0.0087989,83.627,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
15,12,14,13,10.745,0.0028643,27.139,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
